下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0004,s000190,1,"[[128000.0, 1000.0], [127930.0, 1000.0], [127930.0, 800.0], [128000.0, 800.0], [128000.0, 1000.0]]","0, 180",M0004
L0004,s000191,1,"[[128000.0, 2000.0], [128000.0, 2105.0], [127895.0, 2105.0], [127895.0, 2000.0], [128000.0, 2000.0]]","0, 180",M0004
L0004,s000192,1,"[[128000.0, 3000.0], [128000.0, 3200.0], [127930.0, 3200.0], [127930.0, 3000.0], [128000.0, 3000.0]]","0, 180",M0004
L0004,s000193,1,"[[130000.0, 1000.0], [130000.0, 1140.0], [129930.0, 1140.0], [129930.0, 1000.0], [130000.0, 1000.0]]","0, 180",M0004
L0004,s000194,1,"[[130000.0, 2000.0], [130000.0, 2140.0], [129930.0, 2140.0], [129930.0, 2000.0], [130000.0, 2000.0]]","0, 180",M0004
L0004,s000195,1,"[[130000.0, 3000.0], [130000.0, 2968.0], [129863.0, 2968.0], [129863.0, 3000.0], [130000.0, 3000.0]]","0, 180",M0004
L0004,s000196,1,"[[132000.0, 1000.0], [132000.2, 986.8], [132000.2, 973.3], [132000.0, 959.6], [131999.2, 944.5], [131997.8, 929.6], [131995.9, 914.5], [131992.8, 897.2], [131989.2, 880.1], [131985.0, 863.0], [131980.5, 846.0], [131970.9, 812.8], [131966.0, 795.9], [131961.3, 779.6], [131956.8, 763.1], [131952.6, 746.6], [131949.0, 730.1], [131945.9, 713.6], [131945.6, 711.3], [131945.2, 708.6], [131943.7, 695.7], [131889.8, 704.2], [131846.7, 710.7], [131825.0, 713.7], [131803.5, 716.5], [131760.2, 721.4], [131738.4, 723.3], [131716.9, 724.9], [131695.3, 726.1], [131673.7, 726.8], [131657.2, 726.7], [131640.6, 726.3], [131624.0, 725.7], [131607.2, 724.7], [131599.1, 724.2], [131590.8, 723.5], [131574.1, 722.0], [131557.7, 720.3], [131541.0, 718.2], [131524.5, 715.9], [131508.1, 713.3], [131491.8, 710.5], [131475.2, 707.3], [131472.9, 706.8], [131468.1, 705.9], [131461.0, 724.1], [131459.0, 728.5], [131456.9, 732.8], [131454.5, 736.8], [131451.8, 740.4], [131448.6, 743.9], [131445.0, 747.2], [131441.1, 750.1], [131436.5, 752.9], [131431.6, 755.4], [131426.5, 757.5], [131421.2, 759.4], [131418.6, 760.3], [131416.0, 761.0], [131410.4, 762.4], [131404.7, 763.5], [131399.0, 764.3], [131387.3, 765.4], [131375.4, 765.8], [131361.5, 765.6], [131347.7, 764.7], [131340.8, 764.1], [131334.0, 763.3], [131320.4, 761.5], [131306.5, 759.5], [131283.1, 755.7], [131278.5, 782.0], [131275.0, 802.9], [131271.7, 823.9], [131267.0, 861.6], [131265.2, 880.5], [131263.8, 899.7], [131262.7, 918.6], [131262.1, 937.6], [131261.8, 958.5], [131261.8, 979.4], [131262.0, 1000.0], [131261.8, 1020.5], [131261.8, 1041.5], [131262.1, 1062.3], [131262.7, 1081.3], [131263.8, 1100.3], [131265.2, 1119.5], [131267.0, 1138.4], [131271.7, 1176.1], [131275.0, 1197.0], [131278.5, 1217.9], [131283.1, 1244.2], [131306.5, 1240.5], [131320.4, 1238.4], [131334.0, 1236.6], [131340.8, 1235.9], [131347.7, 1235.2], [131361.5, 1234.4], [131375.4, 1234.1], [131387.3, 1234.5], [131399.0, 1235.6], [131404.7, 1236.5], [131410.4, 1237.6], [131416.0, 1238.9], [131418.6, 1239.7], [131421.2, 1240.5], [131426.5, 1242.4], [131431.6, 1244.6], [131436.5, 1247.1], [131441.1, 1249.8], [131445.0, 1252.8], [131448.6, 1256.0], [131451.8, 1259.5], [131454.5, 1263.2], [131456.9, 1267.1], [131459.0, 1271.4], [131461.0, 1275.9], [131468.1, 1294.1], [131472.9, 1293.1], [131475.2, 1292.7], [131491.8, 1289.5], [131508.1, 1286.6], [131524.5, 1284.1], [131541.0, 1281.7], [131557.7, 1279.7], [131574.1, 1277.9], [131590.8, 1276.4], [131599.1, 1275.8], [131607.2, 1275.2], [131624.0, 1274.3], [131640.6, 1273.6], [131657.2, 1273.2], [131673.7, 1273.2], [131695.3, 1273.9], [131716.9, 1275.0], [131738.4, 1276.6], [131760.2, 1278.5], [131803.5, 1283.4], [131825.0, 1286.2], [131846.7, 1289.2], [131889.8, 1295.7], [131943.7, 1304.3], [131945.2, 1291.3], [131945.6, 1288.7], [131945.9, 1286.3], [131949.0, 1269.8], [131952.6, 1253.3], [131956.8, 1236.8], [131961.3, 1220.3], [131966.0, 1204.1], [131970.9, 1187.1], [131980.5, 1153.9], [131985.0, 1137.0], [131989.2, 1119.9], [131992.8, 1102.8], [131995.9, 1085.4], [131997.8, 1070.4], [131999.2, 1055.4], [132000.0, 1040.3], [132000.2, 1026.7], [132000.2, 1013.1], [132000.0, 1000.0]]","0, 180",M0004
L0004,s000197,1,"[[132000.0, 2000.0], [132000.0, 1982.0], [131841.1, 1982.0], [131826.9, 2000.0], [131826.0, 2001.1], [131826.0, 2008.1], [131843.5, 2030.2], [131863.0, 2030.2], [131863.0, 2052.4], [132000.0, 2052.4], [132000.0, 2000.0]]","0, 180",M0004
L0004,s000198,1,"[[132000.0, 3000.0], [132000.0, 3045.7], [132000.1, 3048.0], [132000.3, 3050.2], [132000.8, 3052.8], [132001.4, 3055.4], [132002.4, 3058.0], [132003.5, 3060.3], [132004.7, 3062.6], [132006.2, 3065.0], [132007.8, 3066.9], [132009.6, 3068.8], [132013.3, 3071.5], [132017.3, 3073.7], [132021.6, 3075.2], [132025.7, 3076.4], [132030.0, 3077.2], [132034.1, 3077.4], [132037.7, 3077.5], [132231.3, 3077.5], [132234.9, 3077.4], [132238.9, 3077.2], [132243.3, 3076.4], [132247.4, 3075.2], [132251.6, 3073.7], [132255.7, 3071.5], [132259.3, 3068.8], [132261.2, 3066.9], [132262.8, 3065.0], [132264.3, 3062.6], [132265.5, 3060.3], [132266.6, 3058.0], [132267.5, 3055.4], [132268.2, 3052.8], [132268.7, 3050.2], [132268.8, 3048.0], [132269.0, 3045.7], [132269.0, 2985.0], [132000.0, 2985.0], [132000.0, 3000.0]]","0, 180",M0004
L0004,s000199,1,"[[134000.0, 1000.0], [134031.0, 992.0], [134046.6, 988.3], [134062.4, 984.9], [134078.3, 982.0], [134094.6, 979.7], [134104.3, 978.7], [134113.8, 978.1], [134123.3, 978.1], [134127.8, 978.4], [134132.3, 978.8], [134136.8, 979.6], [134141.1, 980.5], [134145.3, 981.8], [134149.2, 983.3], [134153.2, 985.2], [134157.1, 987.5], [134160.8, 990.1], [134164.2, 992.9], [134170.9, 999.4], [134171.5, 1000.2], [134172.3, 1001.1], [134173.0, 1002.0], [134175.9, 1006.1], [134178.6, 1010.5], [134181.0, 1015.0], [134183.3, 1019.8], [134191.4, 1038.0], [134196.2, 1037.0], [134196.8, 1036.9], [134198.5, 1036.5], [134214.7, 1033.3], [134230.9, 1030.3], [134247.4, 1027.7], [134263.8, 1025.3], [134280.4, 1023.3], [134296.9, 1021.5], [134313.6, 1020.1], [134321.9, 1019.5], [134329.9, 1018.9], [134346.7, 1018.1], [134363.4, 1017.5], [134379.9, 1017.2], [134396.4, 1017.2], [134418.1, 1017.9], [134439.7, 1019.1], [134461.3, 1020.7], [134483.0, 1022.7], [134526.2, 1027.5], [134547.9, 1030.3], [134569.6, 1033.4], [134612.8, 1039.8], [134666.5, 1048.2], [134668.1, 1034.7], [134668.4, 1032.5], [134668.7, 1030.2], [134670.4, 1018.4], [134672.5, 1006.8], [134675.0, 995.5], [134679.5, 980.0], [134684.9, 964.6], [134690.8, 949.3], [134696.7, 934.8], [134702.5, 920.0], [134707.9, 904.8], [134712.3, 889.9], [134715.8, 874.9], [134718.7, 859.8], [134719.5, 854.0], [134720.3, 848.2], [134720.9, 842.4], [134722.3, 822.7], [134722.8, 803.2], [134722.8, 574.8], [134722.3, 555.2], [134720.9, 535.6], [134720.3, 529.7], [134719.5, 524.0], [134718.7, 518.1], [134715.8, 503.1], [134712.3, 488.0], [134707.9, 473.2], [134702.6, 458.0], [134696.7, 443.0], [134690.8, 428.6], [134684.9, 413.4], [134679.5, 397.9], [134675.0, 382.5], [134672.5, 371.2], [134670.4, 359.6], [134668.7, 347.7], [134668.4, 345.4], [134668.1, 343.0], [134666.5, 329.7], [134612.7, 338.1], [134569.6, 344.6], [134547.9, 347.6], [134526.3, 350.4], [134483.0, 355.3], [134461.3, 357.2], [134439.8, 358.8], [134418.1, 360.0], [134396.5, 360.8], [134379.9, 360.8], [134363.5, 360.5], [134346.6, 359.9], [134330.1, 359.0], [134321.9, 358.5], [134313.6, 357.8], [134296.9, 356.4], [134280.4, 354.6], [134263.8, 352.6], [134247.4, 350.2], [134231.0, 347.6], [134214.7, 344.6], [134198.5, 341.4], [134198.0, 341.3], [134196.3, 340.9], [134191.4, 339.9], [134183.3, 358.1], [134181.0, 362.9], [134178.6, 367.4], [134175.9, 371.8], [134173.0, 375.9], [134172.3, 376.8], [134171.6, 377.7], [134170.9, 378.5], [134164.3, 385.1], [134160.8, 387.8], [134157.1, 390.4], [134153.2, 392.7], [134149.3, 394.7], [134145.3, 396.1], [134141.1, 397.4], [134136.8, 398.3], [134132.4, 399.1], [134127.9, 399.6], [134123.3, 399.8], [134113.8, 399.8], [134104.3, 399.2], [134094.6, 398.2], [134078.3, 395.9], [134062.4, 393.0], [134046.6, 389.6], [134031.0, 385.9], [134000.0, 377.9], [133990.3, 375.4], [133938.1, 544.9], [133952.4, 550.2], [133957.9, 552.4], [133963.1, 554.5], [133971.1, 557.9], [133978.6, 561.7], [133985.7, 566.1], [133989.8, 569.2], [133993.6, 572.6], [133997.1, 576.3], [133999.6, 579.5], [134001.9, 582.9], [134004.0, 586.4], [134007.0, 592.6], [134009.5, 599.1], [134011.5, 605.8], [134012.4, 610.3], [134013.2, 614.8], [134013.6, 619.4], [134013.8, 624.0], [134013.8, 628.9], [134013.6, 634.0], [134013.8, 638.8], [134013.8, 643.3], [134013.6, 647.6], [134013.3, 651.1], [134012.9, 654.4], [134012.2, 659.0], [134012.9, 663.4], [134013.2, 665.6], [134013.8, 689.2], [134013.8, 694.1], [134013.5, 699.0], [134013.0, 703.4], [134012.2, 708.1], [134011.1, 713.9], [134012.1, 719.8], [134012.8, 724.7], [134013.2, 728.5], [134013.6, 744.0], [134013.8, 749.0], [134013.8, 753.9], [134013.6, 758.5], [134013.2, 763.1], [134012.4, 767.6], [134011.5, 772.1], [134009.5, 778.8], [134007.0, 785.3], [134004.0, 791.5], [134001.9, 795.0], [133999.6, 798.4], [133997.1, 801.6], [133993.6, 805.3], [133989.8, 808.7], [133985.7, 811.8], [133978.6, 816.2], [133971.1, 820.0], [133963.1, 823.4], [133957.9, 825.5], [133952.4, 827.7], [133938.0, 833.1], [133990.3, 1002.5], [134000.0, 1000.0]]","0, 180",M0004
L0004,s000200,1,"[[134000.0, 2000.0], [133997.0, 2000.8], [133991.1, 2002.1], [133985.0, 2003.2], [133978.4, 2004.2], [133971.8, 2005.0], [133965.3, 2005.7], [133964.1, 2005.8], [133961.7, 2006.1], [133960.6, 2006.2], [133958.8, 2006.3], [133958.3, 2006.3], [133950.6, 2006.7], [133942.5, 2007.0], [133931.6, 2007.2], [133920.6, 2007.2], [133909.4, 2007.1], [133898.3, 2006.7], [133879.5, 2006.2], [133860.3, 2005.8], [133849.2, 2005.7], [133845.7, 2005.7], [133842.5, 2005.6], [133834.7, 2005.6], [133829.9, 2005.5], [133803.7, 2005.5], [133798.9, 2005.4], [133794.1, 2005.5], [133767.9, 2005.5], [133763.1, 2005.6], [133755.3, 2005.6], [133752.1, 2005.7], [133748.6, 2005.7], [133737.5, 2005.8], [133718.3, 2006.2], [133699.5, 2006.7], [133688.4, 2007.1], [133677.2, 2007.2], [133666.2, 2007.2], [133655.3, 2007.0], [133647.2, 2006.7], [133639.5, 2006.3], [133639.0, 2006.3], [133637.2, 2006.2], [133636.1, 2006.1], [133633.7, 2005.8], [133632.5, 2005.7], [133626.0, 2005.0], [133619.4, 2004.2], [133612.8, 2003.2], [133606.7, 2002.1], [133600.8, 2000.8], [133597.8, 2000.0], [133597.2, 1999.9], [133596.3, 1999.7], [133591.8, 1998.5], [133587.2, 1997.2], [133584.6, 1996.4], [133573.6, 1992.9], [133576.3, 2045.4], [133577.1, 2060.8], [133652.0, 2070.7], [133654.3, 2070.4], [133662.6, 2069.3], [133670.9, 2068.3], [133678.8, 2067.4], [133681.0, 2067.2], [133681.5, 2067.2], [133682.1, 2067.1], [133682.4, 2067.1], [133687.5, 2066.7], [133692.2, 2066.3], [133697.5, 2066.0], [133702.6, 2065.7], [133708.8, 2065.3], [133717.4, 2064.8], [133736.2, 2064.2], [133748.2, 2063.7], [133751.9, 2063.7], [133755.5, 2063.6], [133755.8, 2063.5], [133757.5, 2063.5], [133764.8, 2063.4], [133780.3, 2063.1], [133793.7, 2063.1], [133796.6, 2063.0], [133801.2, 2063.0], [133804.1, 2063.1], [133817.5, 2063.1], [133833.0, 2063.4], [133840.3, 2063.5], [133842.0, 2063.5], [133842.5, 2063.6], [133845.9, 2063.7], [133849.6, 2063.7], [133861.6, 2064.2], [133880.4, 2064.8], [133889.0, 2065.3], [133895.2, 2065.7], [133900.4, 2066.0], [133905.6, 2066.3], [133910.3, 2066.7], [133915.4, 2067.1], [133915.7, 2067.1], [133916.3, 2067.2], [133916.8, 2067.2], [133919.0, 2067.4], [133927.0, 2068.3], [133935.2, 2069.3], [133943.5, 2070.4], [133945.8, 2070.7], [134020.7, 2060.8], [134021.5, 2045.4], [134024.2, 1992.9], [134013.2, 1996.4], [134010.6, 1997.2], [134006.0, 1998.5], [134001.5, 1999.7], [134000.6, 1999.9], [134000.0, 2000.0]]","0, 180",M0004
L0004,s000201,1,"[[134000.0, 3000.0], [133863.0, 3000.0], [133863.0, 3032.0], [134000.0, 3032.0], [134000.0, 3000.0]]","0, 180",M0004
L0004,s000202,1,"[[136000.0, 1000.0], [136242.0, 1000.0], [136247.3, 976.3], [136250.6, 961.8], [136254.2, 946.8], [136256.8, 936.6], [136258.0, 931.9], [136262.1, 916.3], [136266.3, 901.1], [136268.9, 891.4], [136094.9, 860.2], [136087.9, 874.9], [136084.4, 881.1], [136080.4, 886.6], [136078.3, 888.8], [136075.9, 891.0], [136073.2, 893.1], [136070.3, 895.1], [136067.3, 897.0], [136064.2, 898.6], [136057.7, 901.2], [136050.9, 903.2], [136043.9, 904.6], [136033.1, 905.8], [136022.1, 906.3], [136010.9, 906.5], [135989.1, 906.5], [135977.9, 906.3], [135966.9, 905.8], [135956.1, 904.6], [135949.1, 903.2], [135942.3, 901.2], [135935.8, 898.6], [135932.7, 897.0], [135929.7, 895.1], [135926.8, 893.1], [135924.1, 891.0], [135921.6, 888.8], [135919.5, 886.6], [135915.5, 881.1], [135912.1, 874.9], [135905.1, 860.2], [135731.1, 891.4], [135733.7, 901.1], [135737.9, 916.3], [135742.0, 931.9], [135743.2, 936.6], [135745.8, 946.8], [135749.4, 961.8], [135752.7, 976.3], [135758.0, 1000.0], [136000.0, 1000.0]]","0, 180",M0004
L0004,s000203,1,"[[136000.0, 2000.0], [135995.4, 1999.9], [135987.2, 1999.6], [135969.6, 1998.9], [135959.9, 1998.5], [135950.5, 1998.1], [135943.6, 1997.8], [135934.1, 1997.4], [135922.5, 1996.8], [135912.0, 1996.3], [135900.9, 1995.7], [135892.4, 1995.3], [135881.8, 1994.8], [135867.0, 1994.0], [135850.5, 1993.4], [135843.7, 1993.2], [135825.6, 1992.9], [135821.1, 1992.8], [135817.9, 1992.7], [135813.3, 1992.7], [135811.4, 1992.6], [135753.7, 1992.6], [135751.8, 1992.7], [135747.2, 1992.7], [135743.9, 1992.8], [135739.5, 1992.9], [135721.4, 1993.2], [135714.6, 1993.4], [135698.1, 1994.0], [135683.3, 1994.8], [135672.7, 1995.3], [135664.2, 1995.7], [135653.1, 1996.3], [135642.6, 1996.8], [135631.0, 1997.4], [135621.5, 1997.8], [135614.6, 1998.1], [135605.2, 1998.5], [135595.5, 1998.9], [135577.9, 1999.6], [135569.7, 1999.9], [135565.1, 2000.1], [135563.6, 2000.1], [135561.6, 2000.2], [135558.8, 2000.4], [135557.3, 2000.6], [135555.2, 2000.9], [135553.7, 2001.2], [135551.6, 2001.8], [135549.4, 2002.5], [135547.8, 2003.3], [135546.1, 2004.2], [135544.7, 2005.1], [135542.9, 2006.5], [135541.5, 2007.9], [135540.3, 2009.2], [135539.6, 2010.0], [135538.3, 2011.7], [135537.3, 2013.3], [135536.2, 2015.2], [135535.4, 2016.8], [135534.4, 2018.8], [135533.4, 2021.4], [135532.7, 2023.1], [135532.0, 2025.2], [135527.2, 2038.9], [135536.9, 2042.9], [135540.3, 2044.3], [135543.6, 2045.6], [135546.9, 2046.8], [135548.5, 2047.3], [135551.2, 2048.2], [135553.8, 2049.1], [135558.3, 2050.3], [135563.1, 2051.5], [135569.5, 2052.7], [135575.8, 2053.5], [135576.4, 2053.6], [135576.9, 2053.6], [135577.7, 2053.7], [135580.1, 2053.9], [135583.4, 2054.2], [135593.4, 2054.4], [135596.5, 2054.4], [135603.2, 2054.2], [135612.0, 2053.8], [135618.5, 2053.4], [135619.4, 2053.4], [135620.6, 2053.3], [135621.5, 2053.2], [135623.0, 2053.1], [135624.1, 2053.0], [135625.5, 2053.0], [135633.1, 2052.4], [135641.2, 2051.8], [135663.3, 2050.1], [135670.9, 2049.5], [135678.6, 2048.8], [135687.5, 2048.2], [135695.6, 2047.7], [135703.7, 2047.3], [135729.9, 2046.4], [135740.4, 2046.3], [135750.6, 2046.3], [135764.2, 2046.2], [135800.9, 2046.2], [135814.5, 2046.3], [135824.7, 2046.3], [135835.2, 2046.4], [135861.4, 2047.3], [135869.5, 2047.7], [135877.6, 2048.2], [135886.5, 2048.8], [135894.2, 2049.5], [135901.8, 2050.1], [135923.9, 2051.8], [135932.0, 2052.4], [135939.6, 2053.0], [135940.9, 2053.0], [135942.1, 2053.1], [135943.6, 2053.2], [135944.5, 2053.3], [135945.7, 2053.4], [135946.6, 2053.4], [135953.1, 2053.8], [135961.9, 2054.2], [135968.6, 2054.4], [135971.7, 2054.4], [135981.7, 2054.2], [135985.0, 2053.9], [135987.4, 2053.7], [135988.2, 2053.6], [135989.3, 2053.6], [135995.6, 2052.7], [136002.0, 2051.5], [136006.8, 2050.3], [136011.3, 2049.1], [136013.9, 2048.2], [136016.6, 2047.3], [136018.2, 2046.8], [136021.5, 2045.6], [136024.8, 2044.3], [136028.2, 2042.9], [136037.9, 2038.9], [136033.1, 2025.2], [136032.4, 2023.1], [136031.7, 2021.4], [136030.7, 2018.8], [136028.9, 2015.2], [136027.8, 2013.3], [136026.8, 2011.7], [136025.5, 2010.0], [136024.8, 2009.2], [136023.6, 2007.9], [136022.2, 2006.5], [136020.4, 2005.1], [136019.0, 2004.2], [136017.3, 2003.3], [136015.7, 2002.5], [136013.5, 2001.8], [136011.4, 2001.2], [136009.9, 2000.9], [136007.8, 2000.6], [136006.3, 2000.4], [136003.5, 2000.2], [136001.5, 2000.1], [136000.0, 2000.0]]","0, 180",M0004
L0004,s000204,1,"[[136000.0, 3000.0], [135995.3, 2999.8], [135987.2, 2999.5], [135969.6, 2998.8], [135959.8, 2998.4], [135950.5, 2998.0], [135943.6, 2997.7], [135934.1, 2997.3], [135922.5, 2996.7], [135912.0, 2996.2], [135900.8, 2995.7], [135892.4, 2995.2], [135881.8, 2994.7], [135867.0, 2993.9], [135850.5, 2993.3], [135843.7, 2993.1], [135825.6, 2992.8], [135821.1, 2992.7], [135817.9, 2992.7], [135813.3, 2992.6], [135811.4, 2992.5], [135753.7, 2992.5], [135751.8, 2992.6], [135747.2, 2992.7], [135743.9, 2992.7], [135739.5, 2992.8], [135721.4, 2993.1], [135714.5, 2993.3], [135698.1, 2993.9], [135683.3, 2994.7], [135672.7, 2995.2], [135664.2, 2995.7], [135653.1, 2996.2], [135642.6, 2996.7], [135631.0, 2997.3], [135621.5, 2997.7], [135614.6, 2998.0], [135605.2, 2998.4], [135595.5, 2998.8], [135577.9, 2999.5], [135569.7, 2999.8], [135565.1, 3000.0], [135563.6, 3000.0], [135561.6, 3000.1], [135558.8, 3000.3], [135557.3, 3000.5], [135555.2, 3000.8], [135553.7, 3001.1], [135551.5, 3001.7], [135549.4, 3002.5], [135547.8, 3003.2], [135546.1, 3004.1], [135544.7, 3005.0], [135542.9, 3006.5], [135541.5, 3007.8], [135540.3, 3009.1], [135539.6, 3009.9], [135538.3, 3011.7], [135537.3, 3013.2], [135536.2, 3015.1], [135535.3, 3016.7], [135534.4, 3018.7], [135533.4, 3021.3], [135532.7, 3023.0], [135532.0, 3025.1], [135527.2, 3038.8], [135536.9, 3042.8], [135540.3, 3044.2], [135543.6, 3045.5], [135546.9, 3046.7], [135548.4, 3047.3], [135551.2, 3048.2], [135553.8, 3049.0], [135558.3, 3050.2], [135563.1, 3051.4], [135569.4, 3052.6], [135575.8, 3053.5], [135576.6, 3053.5], [135576.9, 3053.6], [135577.7, 3053.6], [135580.1, 3053.8], [135583.4, 3054.1], [135593.4, 3054.4], [135596.5, 3054.3], [135603.2, 3054.1], [135611.9, 3053.7], [135618.5, 3053.3], [135619.3, 3053.3], [135620.6, 3053.2], [135621.5, 3053.1], [135623.0, 3053.0], [135624.1, 3053.0], [135625.5, 3052.9], [135633.1, 3052.3], [135641.2, 3051.7], [135663.3, 3050.0], [135670.9, 3049.4], [135678.6, 3048.7], [135687.5, 3048.1], [135695.6, 3047.7], [135703.7, 3047.2], [135729.8, 3046.3], [135743.9, 3046.3], [135745.8, 3046.2], [135750.6, 3046.2], [135764.1, 3046.1], [135800.9, 3046.1], [135814.5, 3046.2], [135819.3, 3046.2], [135821.1, 3046.3], [135835.2, 3046.3], [135861.4, 3047.2], [135869.4, 3047.7], [135877.6, 3048.1], [135886.5, 3048.7], [135894.2, 3049.4], [135901.8, 3050.0], [135923.9, 3051.7], [135932.0, 3052.3], [135939.6, 3052.9], [135940.9, 3053.0], [135942.1, 3053.0], [135943.6, 3053.1], [135944.5, 3053.2], [135945.7, 3053.3], [135946.6, 3053.3], [135953.1, 3053.7], [135961.9, 3054.1], [135968.5, 3054.3], [135971.7, 3054.4], [135981.7, 3054.1], [135985.0, 3053.8], [135987.3, 3053.6], [135988.2, 3053.6], [135988.4, 3053.5], [135989.3, 3053.5], [135995.6, 3052.6], [136002.0, 3051.4], [136006.8, 3050.2], [136011.3, 3049.0], [136013.9, 3048.2], [136016.6, 3047.3], [136018.2, 3046.7], [136021.5, 3045.5], [136024.8, 3044.2], [136028.2, 3042.9], [136037.8, 3038.8], [136033.1, 3025.1], [136032.3, 3023.0], [136031.7, 3021.4], [136030.6, 3018.7], [136029.7, 3016.7], [136028.9, 3015.1], [136027.8, 3013.2], [136026.8, 3011.7], [136025.5, 3010.0], [136024.8, 3009.1], [136023.6, 3007.8], [136022.2, 3006.5], [136020.3, 3005.0], [136019.0, 3004.2], [136017.3, 3003.2], [136015.6, 3002.5], [136013.5, 3001.7], [136011.4, 3001.1], [136009.9, 3000.8], [136007.7, 3000.5], [136006.3, 3000.3], [136003.4, 3000.1], [136001.5, 3000.0], [136000.0, 3000.0]]","0, 180",M0004
L0004,s000205,1,"[[138000.0, 1000.0], [138014.3, 1018.0], [138173.1, 1018.0], [138173.1, 947.6], [138036.1, 947.6], [138036.1, 969.8], [138016.7, 969.8], [137999.1, 991.9], [137999.1, 998.9], [138000.0, 1000.0]]","0, 180",M0004
L0004,s000206,1,"[[138000.0, 2000.0], [137958.3, 2000.0], [137952.1, 2000.1], [137945.9, 2000.1], [137926.2, 2000.4], [137924.5, 2000.4], [137908.0, 2000.8], [137891.7, 2001.3], [137881.6, 2001.5], [137880.1, 2001.5], [137872.1, 2001.6], [137862.6, 2001.6], [137852.8, 2001.5], [137846.3, 2001.3], [137839.6, 2000.9], [137838.7, 2000.8], [137837.3, 2000.7], [137837.0, 2000.7], [137834.0, 2000.4], [137833.1, 2000.3], [137826.5, 1999.6], [137819.8, 1998.7], [137813.6, 1997.8], [137807.4, 1996.7], [137801.6, 1995.4], [137797.1, 1994.3], [137792.7, 1993.2], [137788.3, 1991.9], [137785.8, 1991.1], [137769.9, 1986.1], [137774.8, 2080.9], [137786.8, 2079.1], [137788.8, 2078.8], [137791.0, 2078.4], [137793.1, 2078.0], [137795.5, 2077.6], [137797.9, 2077.2], [137800.6, 2076.8], [137803.3, 2076.3], [137809.0, 2075.4], [137815.3, 2074.4], [137821.5, 2073.4], [137826.9, 2072.5], [137836.6, 2070.9], [137838.9, 2070.6], [137840.6, 2070.4], [137843.0, 2070.1], [137843.9, 2069.9], [137846.0, 2069.7], [137856.0, 2068.5], [137865.7, 2067.4], [137875.3, 2066.2], [137884.6, 2065.3], [137902.7, 2063.8], [137920.8, 2062.7], [137930.1, 2062.5], [137939.9, 2062.2], [137949.4, 2061.8], [137950.0, 2061.8], [137954.2, 2061.7], [137957.2, 2061.5], [137964.5, 2061.4], [137979.5, 2061.2], [137993.6, 2061.2], [137996.6, 2061.0], [138003.3, 2061.0], [138006.3, 2061.2], [138020.4, 2061.2], [138035.4, 2061.4], [138042.7, 2061.5], [138045.8, 2061.7], [138049.9, 2061.8], [138050.8, 2061.8], [138060.0, 2062.2], [138069.8, 2062.5], [138079.2, 2062.7], [138097.3, 2063.8], [138115.3, 2065.3], [138124.7, 2066.2], [138134.2, 2067.4], [138144.0, 2068.5], [138153.9, 2069.7], [138156.0, 2070.0], [138157.0, 2070.1], [138159.3, 2070.4], [138161.0, 2070.6], [138163.3, 2070.9], [138173.0, 2072.5], [138178.4, 2073.4], [138184.6, 2074.4], [138191.0, 2075.4], [138196.6, 2076.3], [138199.3, 2076.8], [138202.0, 2077.2], [138204.4, 2077.6], [138206.9, 2078.0], [138209.0, 2078.4], [138211.1, 2078.8], [138213.2, 2079.1], [138225.1, 2080.9], [138230.1, 1986.1], [138214.1, 1991.1], [138211.6, 1992.0], [138207.2, 1993.2], [138202.9, 1994.3], [138198.3, 1995.4], [138192.5, 1996.7], [138186.4, 1997.8], [138180.1, 1998.7], [138173.5, 1999.6], [138166.8, 2000.3], [138166.0, 2000.4], [138163.0, 2000.7], [138162.6, 2000.7], [138161.2, 2000.8], [138160.3, 2000.9], [138153.7, 2001.3], [138147.1, 2001.5], [138137.4, 2001.6], [138127.8, 2001.6], [138119.8, 2001.5], [138118.3, 2001.5], [138108.2, 2001.3], [138091.9, 2000.8], [138075.5, 2000.4], [138073.7, 2000.4], [138054.0, 2000.1], [138047.8, 2000.1], [138041.6, 2000.0], [138000.0, 2000.0]]","0, 180",M0004
