下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0005,s000011,1,"[[8000.0, 2000.0], [7990.5, 2000.3], [7978.7, 2000.6], [7966.8, 2000.9], [7955.0, 2001.3], [7948.8, 2001.5], [7943.2, 2001.7], [7931.3, 2002.1], [7919.5, 2002.6], [7907.6, 2003.0], [7897.6, 2003.5], [7895.8, 2003.5], [7884.0, 2004.1], [7876.9, 2004.4], [7869.8, 2004.8], [7862.7, 2005.2], [7860.4, 2005.3], [7855.6, 2005.7], [7848.5, 2006.2], [7841.9, 2006.7], [7841.4, 2006.8], [7834.3, 2007.4], [7829.6, 2007.9], [7824.9, 2008.4], [7823.4, 2008.6], [7822.6, 2008.7], [7817.9, 2009.4], [7813.2, 2010.1], [7808.5, 2010.9], [7807.8, 2011.1], [7803.9, 2011.8], [7799.2, 2012.7], [7792.2, 2014.0], [7761.2, 2020.5], [7714.8, 2030.8], [7714.0, 2034.0], [7711.9, 2031.5], [7644.9, 2046.6], [7564.9, 2064.4], [7535.4, 2070.8], [7505.9, 2076.7], [7467.8, 2083.8], [7448.6, 2086.9], [7430.8, 2089.5], [7429.7, 2092.6], [7427.9, 2089.8], [7404.6, 2092.2], [7379.9, 2094.1], [7330.4, 2097.0], [7272.4, 2099.8], [7260.0, 2100.3], [7244.5, 2100.9], [7229.0, 2101.5], [7214.5, 2102.1], [7213.4, 2102.2], [7197.9, 2102.8], [7182.4, 2103.5], [7169.9, 2104.1], [7079.7, 2107.8], [7002.0, 2111.2], [6962.1, 2112.7], [6960.7, 2115.7], [6959.1, 2112.8], [6925.1, 2112.9], [6889.6, 2112.5], [6818.5, 2111.4], [6818.5, 2368.0], [6903.6, 2368.2], [6932.2, 2368.1], [6959.4, 2368.3], [6960.9, 2365.3], [6962.3, 2368.3], [7005.5, 2370.0], [7050.1, 2372.2], [7139.4, 2376.9], [7325.8, 2384.4], [7428.0, 2389.6], [7429.7, 2386.8], [7431.0, 2389.8], [7438.4, 2390.6], [7440.4, 2390.8], [7442.8, 2391.2], [7442.9, 2391.2], [7444.4, 2391.5], [7445.4, 2391.7], [7446.4, 2392.0], [7447.1, 2392.2], [7447.3, 2392.3], [7448.3, 2392.7], [7449.2, 2393.2], [7450.1, 2393.6], [7450.4, 2393.8], [7450.9, 2394.2], [7453.1, 2395.5], [7453.6, 2395.8], [7455.2, 2396.9], [7457.4, 2398.3], [7459.5, 2399.7], [7461.6, 2401.0], [7463.8, 2402.4], [7465.5, 2403.6], [7465.9, 2403.8], [7468.1, 2405.1], [7470.2, 2406.5], [7471.6, 2407.2], [7471.6, 2407.2], [7473.8, 2408.4], [7476.1, 2409.5], [7477.9, 2410.4], [7487.0, 2413.3], [7490.4, 2414.1], [7494.6, 2415.1], [7496.3, 2415.5], [7498.9, 2416.1], [7503.1, 2417.0], [7507.4, 2417.8], [7511.7, 2418.6], [7515.1, 2419.3], [7546.7, 2427.2], [7554.3, 2429.2], [7562.4, 2431.4], [7563.7, 2431.8], [7569.4, 2433.3], [7575.0, 2435.0], [7578.1, 2435.9], [7578.8, 2436.1], [7582.5, 2437.3], [7586.2, 2438.5], [7590.0, 2439.7], [7593.7, 2440.9], [7600.9, 2443.3], [7603.0, 2444.0], [7612.2, 2447.2], [7621.4, 2450.5], [7623.6, 2451.3], [7630.7, 2453.8], [7639.8, 2457.2], [7646.1, 2459.6], [7649.0, 2460.7], [7658.1, 2464.2], [7663.6, 2466.3], [7668.6, 2468.3], [7669.1, 2468.5], [7672.7, 2470.0], [7676.3, 2471.5], [7679.9, 2473.0], [7683.5, 2474.5], [7687.1, 2476.1], [7687.8, 2476.3], [7696.1, 2480.0], [7705.0, 2484.0], [7706.8, 2484.7], [7714.0, 2487.9], [7723.0, 2491.8], [7732.0, 2495.7], [7740.9, 2499.6], [7748.1, 2502.8], [7748.1, 2499.6], [7748.0, 2495.8], [7747.9, 2491.9], [7747.8, 2488.0], [7747.7, 2484.1], [7747.7, 2480.2], [7747.6, 2476.3], [7747.6, 2475.2], [7747.6, 2472.5], [7747.5, 2468.6], [7747.5, 2464.7], [7747.5, 2460.8], [7747.5, 2456.9], [7747.5, 2453.0], [7747.6, 2449.2], [7747.6, 2447.8], [7747.7, 2445.3], [7747.8, 2442.9], [7747.9, 2442.2], [7747.9, 2441.4], [7748.1, 2439.8], [7748.2, 2438.3], [7748.4, 2436.6], [7748.7, 2434.4], [7749.3, 2430.6], [7749.6, 2428.7], [7749.9, 2426.8], [7750.3, 2424.5], [7750.7, 2422.2], [7751.0, 2420.8], [7751.2, 2419.9], [7751.7, 2417.6], [7752.3, 2415.4], [7752.9, 2413.1], [7752.9, 2413.1], [7753.6, 2410.9], [7754.3, 2408.7], [7754.8, 2407.2], [7755.4, 2405.8], [7755.5, 2405.6], [7756.1, 2404.4], [7756.8, 2403.0], [7757.3, 2402.1], [7757.5, 2401.6], [7758.3, 2400.3], [7759.2, 2399.0], [7759.4, 2398.6], [7760.0, 2397.7], [7761.0, 2396.4], [7761.9, 2395.2], [7762.9, 2394.0], [7763.9, 2392.8], [7764.4, 2392.2], [7765.4, 2391.0], [7767.0, 2389.3], [7768.6, 2387.6], [7769.1, 2387.1], [7769.7, 2386.6], [7770.9, 2385.5], [7772.0, 2384.5], [7773.2, 2383.5], [7774.4, 2382.5], [7775.0, 2382.0], [7776.8, 2380.5], [7778.1, 2379.6], [7778.1, 2379.6], [7779.4, 2378.8], [7780.7, 2377.9], [7782.0, 2377.2], [7782.0, 2377.1], [7783.4, 2376.4], [7784.8, 2375.7], [7786.2, 2375.1], [7789.1, 2373.8], [7796.2, 2370.9], [7809.4, 2365.9], [7809.9, 2362.6], [7812.2, 2365.1], [7864.6, 2353.9], [8049.8, 2322.8], [8044.3, 2302.9], [8039.8, 2284.3], [8036.6, 2283.4], [8039.2, 2281.4], [8036.1, 2265.2], [8033.2, 2247.5], [8028.0, 2212.0], [8023.5, 2176.4], [8019.8, 2142.2], [8016.6, 2141.1], [8019.5, 2139.3], [8018.8, 2131.4], [8015.8, 2130.4], [8018.4, 2128.5], [8016.9, 2122.8], [8013.6, 2121.9], [8016.2, 2119.9], [8014.0, 2107.7], [8011.9, 2093.9], [8008.1, 2066.4], [8001.4, 2011.2], [7998.3, 2010.1], [8001.1, 2008.3], [8000.0, 2000.0]]","0, 180",M0005
L0005,s000012,1,"[[8000.0, 3000.0], [8000.0, 3041.1], [8608.5, 3041.1], [8655.8, 3020.4], [8609.1, 3000.0], [8000.0, 3000.0]]","0, 180",M0005
L0005,s000013,1,"[[10000.0, 1000.0], [10000.0, 1041.1], [10608.5, 1041.1], [10655.8, 1020.4], [10609.1, 1000.0], [10000.0, 1000.0]]","0, 180",M0005
L0005,s000014,1,"[[10000.0, 2000.0], [10000.0, 2189.2], [10123.6, 2189.0], [10125.1, 2186.1], [10126.5, 2189.0], [10184.5, 2189.7], [10271.3, 2191.3], [10327.8, 2192.7], [10382.5, 2193.7], [10439.2, 2195.5], [10491.5, 2197.4], [10559.3, 2200.9], [10605.9, 2203.3], [10607.5, 2200.5], [10608.9, 2203.5], [10654.8, 2206.8], [10702.0, 2210.6], [10755.8, 2215.8], [10818.2, 2221.8], [10891.8, 2229.8], [10937.0, 2234.9], [10940.9, 2225.5], [10945.0, 2218.0], [10945.9, 2216.8], [10947.0, 2215.2], [10948.2, 2213.6], [10949.4, 2212.1], [10949.6, 2211.8], [10950.6, 2210.7], [10951.9, 2209.2], [10952.2, 2208.9], [10953.3, 2207.9], [10954.1, 2207.1], [10955.0, 2206.3], [10955.1, 2206.2], [10955.6, 2205.8], [10956.2, 2205.4], [10956.8, 2204.9], [10958.1, 2204.0], [10958.4, 2203.8], [10960.1, 2202.8], [10961.1, 2202.2], [10961.3, 2202.1], [10961.7, 2201.9], [10962.4, 2201.5], [10963.1, 2201.2], [10964.9, 2200.4], [10966.6, 2199.6], [10967.6, 2199.2], [10968.4, 2199.0], [10970.3, 2198.4], [10971.2, 2198.1], [10972.1, 2197.8], [10974.0, 2197.4], [10975.5, 2197.0], [10982.8, 2196.0], [10988.6, 2195.5], [10989.8, 2192.4], [10991.5, 2195.3], [11014.1, 2194.0], [11126.8, 2181.9], [11126.9, 2173.6], [11123.9, 2172.1], [11126.9, 2170.6], [11126.9, 2162.9], [11127.0, 2134.1], [11126.8, 2114.9], [11127.3, 2096.3], [11124.4, 2094.7], [11127.4, 2093.3], [11128.3, 2073.1], [11130.2, 2045.0], [11132.1, 2022.3], [11129.2, 2020.5], [11132.3, 2019.3], [11133.8, 2002.5], [11135.0, 1989.5], [11136.4, 1979.7], [11093.0, 1970.3], [11087.5, 1969.3], [11080.6, 1968.1], [11073.7, 1966.9], [11073.3, 1966.8], [11066.8, 1965.7], [11059.9, 1964.6], [11053.5, 1963.6], [11053.0, 1963.6], [11046.0, 1962.6], [11039.1, 1961.6], [11032.1, 1960.7], [11032.1, 1960.7], [11010.7, 1958.4], [11006.0, 1958.2], [10981.9, 1958.2], [10957.8, 1958.5], [10951.3, 1958.7], [10949.9, 1961.7], [10948.3, 1958.8], [10905.8, 1960.4], [10904.4, 1963.4], [10902.8, 1960.6], [10819.0, 1967.8], [10767.5, 1972.0], [10720.7, 1975.3], [10670.2, 1978.6], [10608.9, 1981.5], [10607.5, 1984.5], [10606.0, 1981.6], [10535.6, 1984.9], [10463.1, 1988.0], [10376.2, 1991.4], [10307.4, 1993.9], [10240.9, 1996.3], [10162.8, 1999.4], [10126.5, 2000.0], [10125.0, 2003.0], [10123.5, 2000.0], [10000.0, 2000.0]]","0, 180",M0005
L0005,s000015,1,"[[10000.0, 3000.0], [10007.3, 3023.8], [10289.0, 2933.1], [10281.0, 2909.5], [10000.0, 3000.0]]","0, 180",M0005
L0005,s000016,1,"[[12000.0, 1000.0], [12012.2, 1031.3], [12029.5, 1027.6], [12030.5, 1024.4], [12032.5, 1027.2], [12044.7, 1026.1], [12063.6, 1025.2], [12082.2, 1024.8], [12106.4, 1024.7], [12135.9, 1024.7], [12170.6, 1024.6], [12176.6, 969.9], [12171.2, 969.9], [12164.5, 969.9], [12157.8, 969.9], [12151.1, 969.9], [12144.4, 969.9], [12137.7, 969.9], [12134.9, 969.9], [12131.0, 969.9], [12124.2, 969.9], [12117.5, 969.9], [12110.8, 969.9], [12107.4, 969.9], [12104.1, 969.9], [12097.4, 969.9], [12090.7, 970.0], [12084.3, 970.0], [12084.0, 970.0], [12080.0, 970.1], [12077.3, 970.1], [12074.6, 970.2], [12073.8, 970.2], [12071.9, 970.4], [12070.6, 970.5], [12069.3, 970.6], [12067.9, 970.8], [12067.2, 970.9], [12066.6, 971.0], [12064.0, 971.4], [12061.3, 971.9], [12058.7, 972.4], [12057.2, 972.7], [12056.1, 973.0], [12053.5, 973.6], [12050.9, 974.3], [12048.3, 975.1], [12047.5, 975.3], [12045.7, 975.9], [12043.2, 976.8], [12040.7, 977.8], [12039.0, 978.4], [12038.2, 978.8], [12035.8, 979.9], [12033.3, 981.0], [12030.9, 982.2], [12015.3, 990.8], [12000.0, 1000.0]]","0, 180",M0005
L0005,s000017,1,"[[12000.0, 2000.0], [12000.0, 2064.3], [12737.9, 2064.3], [12737.9, 2000.0], [12000.0, 2000.0]]","0, 180",M0005
L0005,s000018,1,"[[12000.0, 3000.0], [12000.0, 3039.5], [12189.6, 3039.6], [12189.7, 3000.1], [12000.0, 3000.0]]","0, 180",M0005
L0005,s000019,1,"[[14000.0, 1000.0], [14000.0, 1224.9], [14071.1, 1225.0], [14106.6, 1225.3], [14140.7, 1225.8], [14142.2, 1222.9], [14143.7, 1225.9], [14192.2, 1228.1], [14242.2, 1230.7], [14366.9, 1236.3], [14447.8, 1239.5], [14526.4, 1242.8], [14609.6, 1245.9], [14611.2, 1242.9], [14612.5, 1246.0], [14653.9, 1248.3], [14710.2, 1251.9], [14766.9, 1256.9], [14806.3, 1261.0], [14845.7, 1265.5], [14895.1, 1271.8], [14941.7, 1277.5], [14945.3, 1268.8], [14949.5, 1260.9], [14950.7, 1259.2], [14951.6, 1258.0], [14952.5, 1256.8], [14952.8, 1256.5], [14953.2, 1256.1], [14953.9, 1255.4], [14954.6, 1254.7], [14955.4, 1254.0], [14956.9, 1252.8], [14957.4, 1252.3], [14959.3, 1250.7], [14960.5, 1249.8], [14961.7, 1248.9], [14963.0, 1248.0], [14963.3, 1247.8], [14963.8, 1247.4], [14964.7, 1246.9], [14965.6, 1246.4], [14966.4, 1245.9], [14968.7, 1244.7], [14970.4, 1243.8], [14971.0, 1243.5], [14973.2, 1242.4], [14975.6, 1241.3], [14975.7, 1241.3], [14977.9, 1240.3], [14980.2, 1239.4], [14981.2, 1239.0], [14986.8, 1237.1], [14991.1, 1236.0], [14992.0, 1232.7], [14994.0, 1235.4], [15005.5, 1233.4], [15018.6, 1231.9], [15041.9, 1229.6], [15103.1, 1224.9], [15164.4, 1220.4], [15164.8, 1211.6], [15161.9, 1209.9], [15164.9, 1208.6], [15167.4, 1146.6], [15168.5, 1113.6], [15165.6, 1111.9], [15168.6, 1110.6], [15170.7, 1080.9], [15173.2, 1049.7], [15180.2, 968.1], [15180.6, 964.1], [15177.8, 962.4], [15180.9, 961.2], [15181.7, 952.8], [15153.8, 949.8], [15152.0, 952.6], [15150.8, 949.5], [15133.4, 947.6], [15102.9, 945.0], [15072.3, 943.2], [15057.5, 942.9], [15042.7, 942.8], [14989.9, 944.4], [14988.6, 947.4], [14986.9, 944.5], [14909.8, 950.6], [14908.6, 953.6], [14906.9, 950.9], [14878.8, 953.9], [14829.2, 958.9], [14736.2, 966.7], [14654.6, 974.2], [14612.2, 977.8], [14610.9, 980.8], [14609.2, 978.0], [14557.0, 981.0], [14503.2, 983.6], [14377.0, 989.0], [14317.0, 992.1], [14257.0, 995.0], [14194.0, 996.3], [14143.5, 998.0], [14142.1, 1001.0], [14140.6, 998.0], [14071.1, 999.1], [14000.0, 1000.0]]","0, 180",M0005
L0005,s000020,1,"[[14000.0, 2000.0], [13999.5, 2004.2], [13998.9, 2009.5], [13998.8, 2010.2], [13998.3, 2014.8], [13998.0, 2018.0], [13997.9, 2018.4], [13997.8, 2020.1], [13997.7, 2022.3], [13997.6, 2024.4], [13997.6, 2026.5], [13997.6, 2026.6], [13997.6, 2028.7], [13997.7, 2030.8], [13997.9, 2032.9], [13998.1, 2035.1], [13998.2, 2035.4], [13998.4, 2037.2], [13998.6, 2038.2], [13998.8, 2039.3], [13998.9, 2039.8], [13999.0, 2040.3], [13999.3, 2041.4], [13999.5, 2042.4], [13999.8, 2043.4], [14000.0, 2044.0], [14000.1, 2044.4], [14000.5, 2045.5], [14000.9, 2046.4], [14001.3, 2047.4], [14002.0, 2049.1], [14002.1, 2049.4], [14003.0, 2051.3], [14004.0, 2053.2], [14004.5, 2054.1], [14005.1, 2055.1], [14005.6, 2056.0], [14006.2, 2056.9], [14006.8, 2057.8], [14007.4, 2058.7], [14007.4, 2058.8], [14008.0, 2059.6], [14008.6, 2060.4], [14009.3, 2061.2], [14010.0, 2062.1], [14010.6, 2062.9], [14010.8, 2063.1], [14011.4, 2063.7], [14012.8, 2065.2], [14014.4, 2066.7], [14014.8, 2067.2], [14016.7, 2068.9], [14018.3, 2070.3], [14019.0, 2071.0], [14019.9, 2071.7], [14021.5, 2073.1], [14023.2, 2074.4], [14024.9, 2075.8], [14026.6, 2077.1], [14028.0, 2078.1], [14028.3, 2078.3], [14030.0, 2079.5], [14031.8, 2080.8], [14033.6, 2081.9], [14035.3, 2083.1], [14037.2, 2084.2], [14037.6, 2084.5], [14039.0, 2085.4], [14040.8, 2086.5], [14042.6, 2087.5], [14044.5, 2088.6], [14046.4, 2089.6], [14047.6, 2090.3], [14048.2, 2090.6], [14050.1, 2091.7], [14052.0, 2092.6], [14053.9, 2093.6], [14055.8, 2094.6], [14057.7, 2095.5], [14059.7, 2096.4], [14060.9, 2097.1], [14062.5, 2097.8], [14065.5, 2099.2], [14068.4, 2100.5], [14071.3, 2101.7], [14074.3, 2103.0], [14074.6, 2103.1], [14076.2, 2103.8], [14078.2, 2104.6], [14080.2, 2105.4], [14082.2, 2106.2], [14087.2, 2108.0], [14088.6, 2108.6], [14092.2, 2109.9], [14097.2, 2111.6], [14102.3, 2113.3], [14102.7, 2113.4], [14107.4, 2114.9], [14112.5, 2116.4], [14117.6, 2117.9], [14118.8, 2118.2], [14122.8, 2119.4], [14127.9, 2120.8], [14133.1, 2122.1], [14135.1, 2122.6], [14138.2, 2123.4], [14143.4, 2124.7], [14148.6, 2125.9], [14151.4, 2126.5], [14153.8, 2127.0], [14159.0, 2128.2], [14164.2, 2129.3], [14167.9, 2130.1], [14169.5, 2130.4], [14174.7, 2131.4], [14179.9, 2132.5], [14185.2, 2133.5], [14190.4, 2134.4], [14193.7, 2135.0], [14195.7, 2135.4], [14200.9, 2136.3], [14206.2, 2137.2], [14211.5, 2138.0], [14216.7, 2138.8], [14219.7, 2139.2], [14222.0, 2139.6], [14227.3, 2140.3], [14232.6, 2141.0], [14237.9, 2141.7], [14243.2, 2142.3], [14244.2, 2142.5], [14268.2, 2145.4], [14291.7, 2148.2], [14330.5, 2152.3], [14332.3, 2156.2], [14370.0, 2158.7], [14403.3, 2160.2], [14436.6, 2161.3], [14494.4, 2162.9], [14560.3, 2163.0], [14695.0, 2163.0], [14703.6, 2128.6], [14726.4, 2066.6], [14748.7, 2064.8], [14769.3, 2063.8], [14753.0, 2003.6], [14700.4, 2011.6], [14699.4, 2014.7], [14697.5, 2012.0], [14664.5, 2017.0], [14644.1, 2020.0], [14625.1, 2022.4], [14624.0, 2025.5], [14622.2, 2022.8], [14601.2, 2024.9], [14590.1, 2025.7], [14587.4, 2025.8], [14584.1, 2025.9], [14580.7, 2026.0], [14578.8, 2026.0], [14577.4, 2026.0], [14574.1, 2025.9], [14570.8, 2025.8], [14569.8, 2025.8], [14567.4, 2025.6], [14564.1, 2025.4], [14560.8, 2025.1], [14551.9, 2024.0], [14544.5, 2022.6], [14542.3, 2025.2], [14541.7, 2021.8], [14535.4, 2019.8], [14528.2, 2016.2], [14521.4, 2011.5], [14516.3, 2006.9], [14513.1, 2007.9], [14514.3, 2004.8], [14510.9, 2000.6], [14507.2, 1994.9], [14503.8, 1988.0], [14501.7, 1982.2], [14498.4, 1981.7], [14500.9, 1979.4], [14500.0, 1975.6], [14499.1, 1970.2], [14497.9, 1959.2], [14497.6, 1945.3], [14497.9, 1932.1], [14495.0, 1930.5], [14498.0, 1929.1], [14499.0, 1910.2], [14456.2, 1915.6], [14412.5, 1921.3], [14409.2, 1937.5], [14411.8, 1939.6], [14408.6, 1940.4], [14406.7, 1948.3], [14404.2, 1957.6], [14398.6, 1975.7], [14395.4, 1984.6], [14392.4, 1992.0], [14394.5, 1994.6], [14391.2, 1994.7], [14387.9, 2001.1], [14383.4, 2008.6], [14382.2, 2010.3], [14381.3, 2011.5], [14380.4, 2012.7], [14379.9, 2013.3], [14379.8, 2013.5], [14379.1, 2014.3], [14378.5, 2015.1], [14377.8, 2015.8], [14377.1, 2016.6], [14375.3, 2018.3], [14374.8, 2018.8], [14373.5, 2020.1], [14372.3, 2021.1], [14371.2, 2022.1], [14370.0, 2023.1], [14369.2, 2023.7], [14369.2, 2023.7], [14368.3, 2024.2], [14367.5, 2024.8], [14366.6, 2025.3], [14365.3, 2026.1], [14364.5, 2026.6], [14362.3, 2027.9], [14361.4, 2028.3], [14361.4, 2028.3], [14360.5, 2028.8], [14358.2, 2029.9], [14355.9, 2030.9], [14353.6, 2031.9], [14353.1, 2032.2], [14347.3, 2034.5], [14342.8, 2035.9], [14342.2, 2039.1], [14340.0, 2036.6], [14334.6, 2037.8], [14327.7, 2039.1], [14325.3, 2039.4], [14322.3, 2039.8], [14320.9, 2040.0], [14319.3, 2040.2], [14316.3, 2040.5], [14313.9, 2040.7], [14313.3, 2040.7], [14310.3, 2040.9], [14307.2, 2041.0], [14304.2, 2041.0], [14304.2, 2041.0], [14301.1, 2041.0], [14298.1, 2041.0], [14295.1, 2041.0], [14294.5, 2041.0], [14275.0, 2040.0], [14262.5, 2038.8], [14250.0, 2037.3], [14238.5, 2036.0], [14236.7, 2038.8], [14235.6, 2035.6], [14180.8, 2027.9], [14124.7, 2019.4], [14045.6, 2006.2], [14043.7, 2008.9], [14042.8, 2005.8], [14029.1, 2003.7], [14027.3, 2006.4], [14026.2, 2003.3], [14000.0, 2000.0]]","0, 180",M0005
L0005,s000021,1,"[[14000.0, 3000.0], [14000.0, 2918.1], [13823.9, 2918.1], [13823.9, 3000.0], [14000.0, 3000.0]]","0, 180",M0005
L0005,s000022,1,"[[16000.0, 1000.0], [16047.4, 992.6], [16048.4, 989.4], [16050.3, 992.2], [16088.4, 988.8], [16115.2, 987.2], [16140.5, 986.0], [16141.9, 983.0], [16143.5, 985.9], [16184.3, 984.6], [16215.8, 984.4], [16247.2, 984.6], [16278.4, 985.7], [16309.5, 987.3], [16338.1, 989.1], [16365.2, 991.2], [16367.0, 988.4], [16368.2, 991.5], [16391.2, 993.9], [16415.7, 996.9], [16464.0, 1003.4], [16464.6, 1001.8], [16465.4, 999.8], [16466.2, 997.9], [16466.5, 997.2], [16467.0, 996.0], [16467.8, 994.1], [16468.7, 992.2], [16469.2, 991.2], [16469.6, 990.3], [16470.6, 988.4], [16471.7, 986.6], [16472.6, 985.1], [16472.8, 984.9], [16473.5, 983.8], [16474.2, 982.8], [16474.6, 982.3], [16475.0, 981.8], [16475.8, 980.8], [16476.6, 979.9], [16476.8, 979.7], [16477.2, 979.3], [16477.8, 978.8], [16478.5, 978.2], [16479.2, 977.7], [16479.6, 977.4], [16479.8, 977.2], [16480.9, 976.5], [16481.9, 975.8], [16482.6, 975.4], [16482.6, 975.4], [16483.4, 975.0], [16485.2, 974.0], [16487.0, 973.0], [16488.9, 972.1], [16493.6, 970.0], [16497.0, 968.8], [16497.4, 965.4], [16499.8, 967.8], [16517.0, 962.1], [16549.8, 950.5], [16572.5, 941.9], [16593.5, 933.1], [16593.6, 929.9], [16596.2, 931.9], [16605.6, 927.4], [16616.0, 921.5], [16618.0, 920.3], [16620.4, 918.7], [16622.6, 917.3], [16622.9, 917.1], [16625.3, 915.4], [16627.7, 913.8], [16629.0, 912.8], [16630.1, 912.0], [16632.4, 910.3], [16634.8, 908.5], [16635.3, 908.1], [16637.1, 906.7], [16639.3, 904.8], [16641.3, 903.1], [16641.5, 902.9], [16643.7, 900.9], [16645.9, 898.9], [16648.0, 896.9], [16649.6, 895.2], [16650.0, 894.7], [16651.2, 893.4], [16652.3, 892.1], [16653.4, 890.9], [16653.5, 890.8], [16654.6, 889.4], [16655.7, 888.0], [16656.7, 886.6], [16656.8, 886.4], [16657.4, 885.6], [16658.0, 884.7], [16658.7, 883.7], [16659.3, 882.7], [16660.7, 880.3], [16660.8, 880.2], [16662.3, 877.6], [16663.1, 876.1], [16663.9, 874.5], [16664.2, 874.0], [16664.4, 873.5], [16665.0, 872.4], [16665.4, 871.4], [16665.9, 870.3], [16667.1, 867.6], [16667.1, 867.5], [16667.7, 865.9], [16668.3, 864.3], [16668.9, 862.6], [16669.4, 861.0], [16669.5, 860.8], [16669.8, 859.8], [16670.1, 858.7], [16670.3, 857.6], [16670.6, 856.4], [16670.6, 856.3], [16670.9, 854.7], [16671.2, 852.9], [16671.3, 851.8], [16671.3, 851.7], [16671.4, 850.6], [16671.7, 847.7], [16671.7, 847.1], [16671.8, 844.0], [16668.8, 842.8], [16671.6, 841.0], [16671.0, 835.0], [16670.3, 832.1], [16669.8, 829.9], [16669.3, 827.7], [16669.3, 827.6], [16668.9, 826.2], [16668.5, 824.8], [16668.1, 823.4], [16667.6, 822.0], [16667.1, 820.5], [16666.5, 818.9], [16666.4, 818.4], [16665.6, 816.3], [16664.8, 814.3], [16663.9, 812.2], [16663.3, 810.8], [16663.1, 810.5], [16662.6, 809.5], [16662.0, 808.1], [16661.3, 806.8], [16660.6, 805.5], [16659.9, 804.1], [16659.3, 803.1], [16659.2, 802.8], [16658.5, 801.5], [16657.7, 800.2], [16657.0, 799.0], [16656.2, 797.7], [16655.4, 796.4], [16655.1, 796.0], [16654.6, 795.2], [16653.8, 793.9], [16652.9, 792.7], [16652.1, 791.4], [16651.2, 790.2], [16650.7, 789.5], [16650.4, 789.0], [16649.5, 787.8], [16647.2, 784.8], [16646.0, 783.2], [16644.9, 781.9], [16642.6, 779.0], [16640.2, 776.1], [16638.7, 774.5], [16638.2, 774.0], [16636.2, 771.7], [16633.6, 769.0], [16631.0, 766.3], [16630.0, 765.2], [16621.6, 757.7], [16613.1, 750.5], [16613.1, 740.6], [16604.3, 740.0], [16593.4, 739.3], [16582.5, 738.5], [16571.6, 737.8], [16565.0, 737.4], [16560.7, 737.1], [16549.7, 736.5], [16541.0, 736.0], [16517.0, 734.8], [16491.1, 734.5], [16466.7, 734.6], [16465.3, 737.6], [16463.8, 734.7], [16427.7, 735.4], [16409.2, 735.8], [16390.6, 736.5], [16384.7, 736.9], [16377.3, 737.5], [16369.9, 738.0], [16366.3, 738.3], [16362.6, 738.6], [16355.2, 739.2], [16347.9, 739.8], [16342.0, 740.3], [16293.5, 745.3], [16256.9, 749.8], [16240.7, 752.2], [16239.7, 755.4], [16237.8, 752.7], [16154.8, 766.4], [16137.1, 730.2], [16131.4, 731.3], [16130.4, 734.4], [16128.4, 731.8], [16015.9, 751.8], [16014.9, 755.0], [16012.9, 752.3], [15964.9, 761.2], [16000.0, 1000.0]]","0, 180",M0005
L0005,s000023,1,"[[16000.0, 2000.0], [16000.0, 2041.1], [16608.5, 2041.1], [16655.8, 2020.4], [16609.1, 2000.0], [16000.0, 2000.0]]","0, 180",M0005
