i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
9,12,3,2,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[50.0, 100.0], [0.0, 0.0], [100.0, 0.0], [50.0, 100.0]]","[[0.0, 0.0], [80.0, 60.0], [130.0, 160.0], [50.0, 220.0], [-50.0, 220.0], [-130.0, 160.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], []]"
9,12,3,3,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[0.0, 50.0], [100.0, 0.0], [100.0, 100.0], [0.0, 50.0]]","[[0.0, 0.0], [100.0, 50.0], [180.0, 110.0], [100.0, 170.0], [0.0, 220.0], [-80.0, 160.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], []]"
9,13,0,0,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [40.0, 50.0], [100.0, 130.0], [40.0, 210.0], [0.0, 260.0], [-40.0, 210.0], [-100.0, 130.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,0,1,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [50.0, 40.0], [110.0, 120.0], [50.0, 200.0], [0.0, 240.0], [-50.0, 200.0], [-110.0, 120.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,0,2,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [40.0, 50.0], [100.0, 130.0], [40.0, 210.0], [0.0, 260.0], [-40.0, 210.0], [-100.0, 130.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,0,3,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [50.0, 40.0], [110.0, 120.0], [50.0, 200.0], [0.0, 240.0], [-50.0, 200.0], [-110.0, 120.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,1,0,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [80.0, 60.0], [120.0, 110.0], [80.0, 160.0], [0.0, 220.0], [-80.0, 160.0], [-120.0, 110.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,1,1,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [80.0, 60.0], [130.0, 100.0], [80.0, 140.0], [0.0, 200.0], [-80.0, 140.0], [-130.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,1,2,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [80.0, 60.0], [120.0, 110.0], [80.0, 160.0], [0.0, 220.0], [-80.0, 160.0], [-120.0, 110.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,1,3,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [80.0, 60.0], [130.0, 100.0], [80.0, 140.0], [0.0, 200.0], [-80.0, 140.0], [-130.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,2,0,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [40.0, 50.0], [100.0, 130.0], [40.0, 210.0], [0.0, 260.0], [-40.0, 210.0], [-100.0, 130.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,2,1,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [50.0, 40.0], [110.0, 120.0], [50.0, 200.0], [0.0, 240.0], [-50.0, 200.0], [-110.0, 120.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,2,2,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [40.0, 50.0], [100.0, 130.0], [40.0, 210.0], [0.0, 260.0], [-40.0, 210.0], [-100.0, 130.0], [-40.0, 50.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,2,3,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [50.0, 40.0], [110.0, 120.0], [50.0, 200.0], [0.0, 240.0], [-50.0, 200.0], [-110.0, 120.0], [-50.0, 40.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,3,0,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[40.0, 0.0], [80.0, 50.0], [40.0, 100.0], [0.0, 50.0], [40.0, 0.0]]","[[0.0, 0.0], [80.0, 60.0], [120.0, 110.0], [80.0, 160.0], [0.0, 220.0], [-80.0, 160.0], [-120.0, 110.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,3,1,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[90.0, 50.0], [40.0, 90.0], [-10.0, 50.0], [40.0, 10.0], [90.0, 50.0]]","[[0.0, 0.0], [80.0, 60.0], [130.0, 100.0], [80.0, 140.0], [0.0, 200.0], [-80.0, 140.0], [-130.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,3,2,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[40.0, 100.0], [0.0, 50.0], [40.0, 0.0], [80.0, 50.0], [40.0, 100.0]]","[[0.0, 0.0], [80.0, 60.0], [120.0, 110.0], [80.0, 160.0], [0.0, 220.0], [-80.0, 160.0], [-120.0, 110.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,13,3,3,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[-10.0, 50.0], [40.0, 10.0], [90.0, 50.0], [40.0, 90.0], [-10.0, 50.0]]","[[0.0, 0.0], [80.0, 60.0], [130.0, 100.0], [80.0, 140.0], [0.0, 200.0], [-80.0, 140.0], [-130.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,14,0,0,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [40.0, 20.0], [100.0, 100.0], [100.0, 140.0], [40.0, 220.0], [20.0, 240.0], [-20.0, 240.0], [-40.0, 220.0], [-100.0, 140.0], [-100.0, 100.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,0,1,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [40.0, 0.0], [100.0, 80.0], [120.0, 120.0], [100.0, 160.0], [40.0, 240.0], [0.0, 240.0], [-20.0, 220.0], [-80.0, 140.0], [-80.0, 100.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,0,2,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [120.0, 100.0], [120.0, 140.0], [60.0, 220.0], [20.0, 240.0], [-20.0, 220.0], [-80.0, 140.0], [-80.0, 100.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,0,3,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [120.0, 100.0], [120.0, 140.0], [60.0, 220.0], [40.0, 240.0], [0.0, 240.0], [-60.0, 160.0], [-80.0, 120.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,1,0,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [40.0, 20.0], [120.0, 80.0], [120.0, 120.0], [100.0, 140.0], [20.0, 200.0], [-20.0, 200.0], [-100.0, 140.0], [-120.0, 120.0], [-120.0, 80.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,1,1,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 100.0], [120.0, 140.0], [40.0, 200.0], [0.0, 200.0], [-80.0, 140.0], [-100.0, 120.0], [-100.0, 80.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,1,2,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 80.0], [140.0, 120.0], [60.0, 180.0], [20.0, 200.0], [-20.0, 180.0], [-100.0, 120.0], [-100.0, 80.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,1,3,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 80.0], [140.0, 120.0], [120.0, 140.0], [40.0, 200.0], [0.0, 200.0], [-80.0, 140.0], [-100.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,2,0,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [40.0, 20.0], [100.0, 100.0], [100.0, 140.0], [40.0, 220.0], [20.0, 240.0], [-20.0, 240.0], [-40.0, 220.0], [-100.0, 140.0], [-100.0, 100.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,2,1,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [40.0, 0.0], [100.0, 80.0], [120.0, 120.0], [100.0, 160.0], [40.0, 240.0], [0.0, 240.0], [-20.0, 220.0], [-80.0, 140.0], [-80.0, 100.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,2,2,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [120.0, 100.0], [120.0, 140.0], [60.0, 220.0], [20.0, 240.0], [-20.0, 220.0], [-80.0, 140.0], [-80.0, 100.0], [-20.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,2,3,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [40.0, 0.0], [60.0, 20.0], [120.0, 100.0], [120.0, 140.0], [60.0, 220.0], [40.0, 240.0], [0.0, 240.0], [-60.0, 160.0], [-80.0, 120.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,3,0,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[20.0, 0.0], [60.0, 0.0], [80.0, 20.0], [80.0, 60.0], [40.0, 80.0], [0.0, 60.0], [0.0, 20.0], [20.0, 0.0]]","[[0.0, 0.0], [40.0, 20.0], [120.0, 80.0], [120.0, 120.0], [100.0, 140.0], [20.0, 200.0], [-20.0, 200.0], [-100.0, 140.0], [-120.0, 120.0], [-120.0, 80.0], [-40.0, 20.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,3,1,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[80.0, 20.0], [80.0, 60.0], [60.0, 80.0], [20.0, 80.0], [0.0, 40.0], [20.0, 0.0], [60.0, 0.0], [80.0, 20.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 100.0], [120.0, 140.0], [40.0, 200.0], [0.0, 200.0], [-80.0, 140.0], [-100.0, 120.0], [-100.0, 80.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,3,2,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[60.0, 80.0], [20.0, 80.0], [0.0, 60.0], [0.0, 20.0], [40.0, 0.0], [80.0, 20.0], [80.0, 60.0], [60.0, 80.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 80.0], [140.0, 120.0], [60.0, 180.0], [20.0, 200.0], [-20.0, 180.0], [-100.0, 120.0], [-100.0, 80.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,14,3,3,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[0.0, 60.0], [0.0, 20.0], [20.0, 0.0], [60.0, 0.0], [80.0, 40.0], [60.0, 80.0], [20.0, 80.0], [0.0, 60.0]]","[[0.0, 0.0], [40.0, 0.0], [120.0, 60.0], [140.0, 80.0], [140.0, 120.0], [120.0, 140.0], [40.0, 200.0], [0.0, 200.0], [-80.0, 140.0], [-100.0, 100.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], [], [], [], []]"
9,15,0,0,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[0.0, 0.0], [60.0, 0.0], [60.0, 90.0], [0.0, 90.0], [0.0, 0.0]]","[[0.0, 0.0], [60.0, 0.0], [120.0, 80.0], [120.0, 170.0], [60.0, 250.0], [0.0, 250.0], [-60.0, 170.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,0,1,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[75.0, 15.0], [75.0, 75.0], [-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0]]","[[0.0, 0.0], [90.0, 0.0], [150.0, 80.0], [150.0, 140.0], [90.0, 220.0], [0.0, 220.0], [-60.0, 140.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,0,2,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[60.0, 90.0], [0.0, 90.0], [0.0, 0.0], [60.0, 0.0], [60.0, 90.0]]","[[0.0, 0.0], [60.0, 0.0], [120.0, 80.0], [120.0, 170.0], [60.0, 250.0], [0.0, 250.0], [-60.0, 170.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,0,3,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0], [75.0, 75.0], [-15.0, 75.0]]","[[0.0, 0.0], [60.0, 80.0], [60.0, 140.0], [0.0, 220.0], [-90.0, 220.0], [-150.0, 140.0], [-150.0, 80.0], [-90.0, 0.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,1,0,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[0.0, 0.0], [60.0, 0.0], [60.0, 90.0], [0.0, 90.0], [0.0, 0.0]]","[[0.0, 0.0], [60.0, 0.0], [140.0, 60.0], [140.0, 150.0], [60.0, 210.0], [0.0, 210.0], [-80.0, 150.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,1,1,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[75.0, 15.0], [75.0, 75.0], [-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0]]","[[0.0, 0.0], [90.0, 0.0], [170.0, 60.0], [170.0, 120.0], [90.0, 180.0], [0.0, 180.0], [-80.0, 120.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,1,2,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[60.0, 90.0], [0.0, 90.0], [0.0, 0.0], [60.0, 0.0], [60.0, 90.0]]","[[0.0, 0.0], [60.0, 0.0], [140.0, 60.0], [140.0, 150.0], [60.0, 210.0], [0.0, 210.0], [-80.0, 150.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,1,3,"[[80.0, 60.0], [0.0, 120.0], [-80.0, 60.0], [0.0, 0.0], [80.0, 60.0]]","[[-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0], [75.0, 75.0], [-15.0, 75.0]]","[[0.0, 0.0], [80.0, 60.0], [80.0, 120.0], [0.0, 180.0], [-90.0, 180.0], [-170.0, 120.0], [-170.0, 60.0], [-90.0, 0.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,2,0,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[0.0, 0.0], [60.0, 0.0], [60.0, 90.0], [0.0, 90.0], [0.0, 0.0]]","[[0.0, 0.0], [60.0, 0.0], [120.0, 80.0], [120.0, 170.0], [60.0, 250.0], [0.0, 250.0], [-60.0, 170.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,2,1,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[75.0, 15.0], [75.0, 75.0], [-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0]]","[[0.0, 0.0], [90.0, 0.0], [150.0, 80.0], [150.0, 140.0], [90.0, 220.0], [0.0, 220.0], [-60.0, 140.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,2,2,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[60.0, 90.0], [0.0, 90.0], [0.0, 0.0], [60.0, 0.0], [60.0, 90.0]]","[[0.0, 0.0], [60.0, 0.0], [120.0, 80.0], [120.0, 170.0], [60.0, 250.0], [0.0, 250.0], [-60.0, 170.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,2,3,"[[0.0, 160.0], [-60.0, 80.0], [0.0, 0.0], [60.0, 80.0], [0.0, 160.0]]","[[-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0], [75.0, 75.0], [-15.0, 75.0]]","[[0.0, 0.0], [60.0, 80.0], [60.0, 140.0], [0.0, 220.0], [-90.0, 220.0], [-150.0, 140.0], [-150.0, 80.0], [-90.0, 0.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,3,0,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[0.0, 0.0], [60.0, 0.0], [60.0, 90.0], [0.0, 90.0], [0.0, 0.0]]","[[0.0, 0.0], [60.0, 0.0], [140.0, 60.0], [140.0, 150.0], [60.0, 210.0], [0.0, 210.0], [-80.0, 150.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,3,1,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[75.0, 15.0], [75.0, 75.0], [-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0]]","[[0.0, 0.0], [90.0, 0.0], [170.0, 60.0], [170.0, 120.0], [90.0, 180.0], [0.0, 180.0], [-80.0, 120.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,3,2,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[60.0, 90.0], [0.0, 90.0], [0.0, 0.0], [60.0, 0.0], [60.0, 90.0]]","[[0.0, 0.0], [60.0, 0.0], [140.0, 60.0], [140.0, 150.0], [60.0, 210.0], [0.0, 210.0], [-80.0, 150.0], [-80.0, 60.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,15,3,3,"[[-80.0, 60.0], [0.0, 0.0], [80.0, 60.0], [0.0, 120.0], [-80.0, 60.0]]","[[-15.0, 75.0], [-15.0, 15.0], [75.0, 15.0], [75.0, 75.0], [-15.0, 75.0]]","[[0.0, 0.0], [80.0, 60.0], [80.0, 120.0], [0.0, 180.0], [-90.0, 180.0], [-170.0, 120.0], [-170.0, 60.0], [-90.0, 0.0]]","[1, 1, 1, 1, 1, 1, 1, 1]","[[], [], [], [], [], [], [], []]"
9,16,0,0,"[[0.0, 0.0], [60.0, 80.0], [0.0, 160.0], [-60.0, 80.0], [0.0, 0.0]]","[[40.0, 0.0], [80.0, 0.0], [80.0, 80.0], [0.0, 80.0], [0.0, 40.0], [40.0, 40.0], [40.0, 0.0]]","[[0.0, 0.0], [80.0, 0.0], [140.0, 80.0], [140.0, 120.0], [80.0, 200.0], [70.0, 200.0], [40.0, 240.0], [0.0, 240.0], [-60.0, 160.0], [-60.0, 80.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[[], [], [], [], [], [[-6.123233995736766e-16, -10.0], [-40.0, -29.999999999999996]], [], [], [], []]"
