i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
5,6,1,2,"[[-191.0, 852.0], [-193.0, 503.0], [-230.0, 387.0], [-284.0, 355.0], [-230.0, 300.0], [-104.0, 45.0], [0.0, 0.0], [67.0, 0.0], [168.0, 55.0], [205.0, 145.0], [196.0, 329.0], [186.0, 407.0], [183.0, 539.0], [170.0, 597.0], [201.0, 668.0], [221.0, 736.0], [218.0, 784.0], [27.0, 849.0], [-191.0, 852.0]]","[[1097.0, 315.0], [270.0, 547.0], [203.0, 527.0], [122.0, 289.0], [0.0, 287.0], [94.0, 47.0], [213.0, 84.0], [252.0, 94.0], [336.0, 57.0], [365.0, 0.0], [403.0, 3.0], [481.0, 70.0], [558.0, 133.0], [1097.0, 121.0], [1097.0, 315.0]]","[[0.0, 0.0], [67.0, 0.0], [134.0, 20.0], [235.0, 75.0], [272.0, 165.0], [304.14864584054857, 259.4614532105008], [337.0, 260.0], [438.0, 315.0], [475.0, 405.0], [466.0, 589.0], [456.0, 667.0], [453.0, 799.0], [440.0, 857.0], [471.0, 928.0], [491.0, 996.0], [488.0, 1044.0], [394.0, 1284.0], [203.0, 1349.0], [64.50739133632419, 1350.905861587115], [-68.0, 1396.0], [-286.0, 1399.0], [-324.0, 1396.0], [-402.0, 1329.0], [-476.79470198675494, 1267.8043347381094], [-800.0, 1274.9999999999998], [-1018.0, 1277.9999999999998], [-1020.0, 928.9999999999998], [-1057.0, 812.9999999999998], [-1111.0, 780.9999999999998], [-1111.0, 587.0], [-1057.0, 532.0], [-931.0, 277.0], [-827.0, 232.0]]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]","[[], [], [], [], [], [[-94.46145321050079, 32.148645840548575], [-0.5385467894992055, 32.85135415945143]], [], [], [], [], [[-78.0, -9.999999999999995], [-132.0, -2.999999999999992]], [], [[-58.0, -12.999999999999996], [-71.0, 31.000000000000004]], [], [], [], [], [], [[-1.9058615871149498, -138.4926086636758], [-45.094138412885066, -132.5073913363242]], [], [], [], [[67.0, -78.0], [61.19566526189055, -74.79470198675494]], [[61.19566526189055, -74.79470198675494], [-7.195665261890346, -323.20529801324506]], [], [], [[349.0, -2.0000000000000213], [116.0, -37.00000000000001]], [[116.0, -37.00000000000001], [31.999999999999996, -54.0]], [], [], [[55.0, 54.0], [255.0, 125.99999999999999]], [], []]"
5,6,1,3,"[[-191.0, 852.0], [-193.0, 503.0], [-230.0, 387.0], [-284.0, 355.0], [-230.0, 300.0], [-104.0, 45.0], [0.0, 0.0], [67.0, 0.0], [168.0, 55.0], [205.0, 145.0], [196.0, 329.0], [186.0, 407.0], [183.0, 539.0], [170.0, 597.0], [201.0, 668.0], [221.0, 736.0], [218.0, 784.0], [27.0, 849.0], [-191.0, 852.0]]","[[507.0, 822.0], [275.0, -5.0], [295.0, -72.0], [533.0, -153.0], [535.0, -275.0], [775.0, -181.0], [738.0, -62.0], [728.0, -23.0], [765.0, 61.0], [822.0, 90.0], [819.0, 128.0], [752.0, 206.0], [689.0, 283.0], [701.0, 822.0], [507.0, 822.0]]","[[67.0, 0.0], [168.0, 55.0], [205.0, 145.0], [437.0, 972.0], [428.0, 1156.0], [418.0, 1234.0], [415.0, 1366.0], [407.33221795348453, 1400.2101045152228], [453.0, 1563.0], [450.0, 1611.0], [430.0, 1678.0], [194.2255316201427, 1758.2425711712958], [193.0, 1833.0], [190.0, 1881.0], [-1.0, 1946.0], [-219.0, 1949.0], [-459.0, 1855.0], [-460.4201159566423, 1607.1897655659188], [-506.0, 1584.0], [-507.14279629432434, 1384.5820466404004], [-552.0, 1358.0], [-515.0, 1239.0], [-511.31194775259314, 1224.6165962351133], [-545.0, 1119.0], [-599.0, 1087.0], [-596.0, 1049.0], [-532.8499379909053, 975.4820173625465], [-467.14633527770735, 842.5104404429791], [-478.0, 355.0], [-424.0, 300.0], [-298.0, 45.0], [-194.0, 0.0]]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[[], [], [], [], [], [[-78.0, -9.999999999999995], [-132.0, -2.999999999999992]], [], [[-34.21010451522284, -7.667782046515468], [-162.78989548477716, 45.66778204651548]], [], [], [], [[-80.24257117129584, -235.7744683798573], [-74.75742882870418, -1.225531620142699]], [], [], [], [], [], [[247.81023443408117, -1.4201159566423067], [23.18976556591883, -45.57988404335771]], [], [[199.41795335959955, -1.1427962943243537], [26.582046640400446, -44.85720370567566]], [], [[119.0, 36.99999999999999], [14.38340376488668, 3.6880522474068576]], [[14.38340376488668, 3.6880522474068576], [105.61659623511332, -33.688052247406866]], [[105.61659623511332, -33.688052247406866], [31.999999999999996, -54.0]], [], [], [[73.51798263745354, 63.15006200909465], [132.97157691956738, 65.70360271319798]], [[132.97157691956738, 65.70360271319798], [487.5104404429791, -10.85366472229268]], [], [[55.0, 54.0], [255.0, 125.99999999999999]], [], []]"
5,6,2,0,"[[-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0], [0.0, 0.0], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [355.0, 351.0], [300.0, 452.0], [210.0, 489.0], [26.0, 480.0], [-52.0, 470.0], [-184.0, 467.0], [-242.0, 454.0], [-313.0, 485.0], [-381.0, 505.0], [-429.0, 502.0], [-494.0, 311.0], [-497.0, 93.0]]","[[0.0, 232.0], [827.0, 0.0], [894.0, 20.0], [975.0, 258.0], [1097.0, 260.0], [1003.0, 500.0], [884.0, 463.0], [845.0, 453.0], [761.0, 490.0], [732.0, 547.0], [694.0, 544.0], [616.0, 477.0], [539.0, 414.0], [0.0, 426.0], [0.0, 232.0]]","[[0.0, 1.4210854715202004e-14], [38.0, 3.0], [111.5179826374535, 66.15006200909467], [244.48955955702087, 131.85366472229265], [732.0, 120.99999999999999], [787.0, 175.0], [1042.0, 301.0], [1087.0, 405.0], [1087.0, 666.0], [1032.0, 767.0], [942.0, 804.0], [115.0, 1036.0], [-69.0, 1027.0], [-147.0, 1017.0], [-279.0, 1014.0], [-313.2101045152229, 1006.3322179534845], [-475.9999999999958, 1051.9999999999986], [-523.9999999999958, 1048.9999999999986], [-590.9999999999958, 1028.9999999999986], [-671.2425711712913, 793.2255316201426], [-746.0, 791.9999999999999], [-794.0, 788.9999999999999], [-859.0, 597.9999999999999], [-862.0, 379.9999999999999], [-768.0, 139.9999999999999], [-520.1897655659188, 138.5798840433576], [-497.0, 93.0], [-297.58204664040045, 91.85720370567564], [-271.0, 46.9999999999999], [-152.0, 83.9999999999999], [-137.61659623511315, 87.68805224740679], [-32.0, 54.000000000000014]]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[[], [], [[-63.15006200909466, 73.5179826374535], [-65.70360271319797, 132.97157691956738]], [[-65.70360271319797, 132.97157691956738], [10.853664722292693, 487.51044044297913]], [], [[-54.000000000000014, 55.0], [-125.99999999999999, 255.0]], [], [], [], [], [], [], [], [[9.999999999999995, -78.0], [2.999999999999992, -132.0]], [], [[7.667782046515525, -34.210104515222895], [-45.66778204651417, -162.7898954847729]], [], [], [], [[235.774468379856, -80.2425711712955], [1.2255316201427557, -74.75742882870873]], [], [], [], [], [], [[1.4201159566423067, 247.81023443408117], [45.579884043357595, 23.18976556591883]], [], [[1.142796294324368, 199.41795335959955], [44.857203705675744, 26.582046640400446]], [], [[-36.99999999999999, 119.0], [-3.688052247406886, 14.38340376488685]], [[-3.688052247406886, 14.38340376488685], [33.68805224740678, 105.61659623511315]], [[33.68805224740678, 105.61659623511315], [54.0, 31.999999999999996]]]"
5,6,2,1,"[[-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0], [0.0, 0.0], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [355.0, 351.0], [300.0, 452.0], [210.0, 489.0], [26.0, 480.0], [-52.0, 470.0], [-184.0, 467.0], [-242.0, 454.0], [-313.0, 485.0], [-381.0, 505.0], [-429.0, 502.0], [-494.0, 311.0], [-497.0, 93.0]]","[[590.0, -275.0], [822.0, 552.0], [802.0, 619.0], [564.0, 700.0], [562.0, 822.0], [322.0, 728.0], [359.0, 609.0], [369.0, 570.0], [332.0, 486.0], [275.0, 457.0], [278.0, 419.0], [345.0, 341.0], [408.0, 264.0], [396.0, -275.0], [590.0, -275.0]]","[[0.0, 0.0], [240.0, 94.0], [295.0, 148.0], [550.0, 274.0], [595.0, 378.0], [595.0, 445.0], [568.4274439918534, 530.4630855397148], [596.9999999999986, 544.9999999999993], [641.9999999999986, 648.9999999999993], [641.9999999999986, 715.9999999999993], [638.9999999999986, 753.9999999999993], [583.9999999999986, 854.9999999999993], [516.9999999999986, 932.9999999999993], [511.1842263696567, 940.1081677704171], [520.9999999999999, 1381.0], [520.9999999999999, 1448.0], [465.9999999999999, 1549.0], [375.9999999999999, 1586.0], [181.99999999999994, 1586.0], [-2.000000000000057, 1577.0], [-80.00000000000006, 1567.0], [-111.02996515679433, 1566.2947735191638], [-147.00000000000006, 1582.0], [-215.00000000000006, 1602.0], [-409.0, 1602.0], [-457.0, 1599.0], [-522.0, 1408.0], [-754.0, 581.0], [-757.0, 363.0], [-737.0, 296.0], [-499.0, 215.0], [-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0]]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[[], [], [[-54.0, 55.0], [-125.99999999999999, 255.0]], [], [], [], [[-85.46308553971483, -26.572556008146645], [-14.53691446028449, 28.572556008145284]], [], [], [], [], [], [[-78.0, -67.0], [-7.108167770417822, -5.815773630341937]], [[-7.108167770417822, -5.815773630341937], [-440.89183222958286, 9.815773630343214]], [], [], [], [], [], [], [[9.999999999999995, -78.0], [0.7052264808362433, -31.029965156794276]], [[0.7052264808362433, -31.029965156794276], [-15.705226480836247, -35.970034843205724]], [], [], [], [], [], [], [], [], [[81.00000000000001, 238.0], [122.0, 1.9999999999999925]], [], [[2.0000000000000213, 349.0], [37.00000000000001, 116.0]], [[37.00000000000001, 116.0], [54.0, 31.999999999999996]]]"
5,6,2,2,"[[-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0], [0.0, 0.0], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [355.0, 351.0], [300.0, 452.0], [210.0, 489.0], [26.0, 480.0], [-52.0, 470.0], [-184.0, 467.0], [-242.0, 454.0], [-313.0, 485.0], [-381.0, 505.0], [-429.0, 502.0], [-494.0, 311.0], [-497.0, 93.0]]","[[1097.0, 315.0], [270.0, 547.0], [203.0, 527.0], [122.0, 289.0], [0.0, 287.0], [94.0, 47.0], [213.0, 84.0], [252.0, 94.0], [336.0, 57.0], [365.0, 0.0], [403.0, 3.0], [481.0, 70.0], [558.0, 133.0], [1097.0, 121.0], [1097.0, 315.0]]","[[0.0, 0.0], [67.0, 20.0], [122.0, 74.0], [377.0, 200.0], [422.0, 304.0], [445.70121226527215, 373.6405990016639], [580.0, 440.0], [625.0, 544.0], [625.0, 611.0], [531.0, 851.0], [476.0, 952.0], [386.0, 989.0], [215.0002620682426, 980.6358823837727], [205.0, 999.0], [115.0, 1036.0], [-69.0, 1027.0], [-107.0, 1024.0], [-164.74585635359117, 1016.5966850828729], [-279.0, 1014.0], [-317.0, 1011.0], [-345.3498713708195, 1004.6457184858508], [-408.0, 1032.0], [-476.0, 1052.0], [-524.0, 1049.0], [-562.0, 1046.0], [-640.0, 979.0], [-712.158940397351, 919.9608669476219], [-1207.9999999999998, 931.0], [-1255.9999999999998, 928.0], [-1320.9999999999998, 737.0], [-1323.9999999999998, 519.0], [-1323.9999999999998, 324.99999999999994], [-496.9999999999998, 92.99999999999994], [-328.0618932344855, 92.03187331366462]]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[[], [], [[-54.0, 55.0], [-125.99999999999999, 255.0]], [], [], [[-69.64059900166387, 23.70121226527215], [-66.35940099833611, 134.29878773472785]], [], [], [], [], [], [], [[8.364117616227293, -170.9997379317574], [-18.364117616227304, -10.00026206824259]], [], [], [], [], [[7.403314917127087, -57.745856353591165], [2.5966850828729022, -114.25414364640883]], [], [], [[6.354281514149191, -28.34987137081953], [-27.354281514149196, -62.65012862918047]], [], [], [], [], [[67.0, -78.0], [59.039133052378126, -72.15894039735099]], [[59.039133052378126, -72.15894039735099], [-11.039133052378164, -495.8410596026488]], [], [], [], [], [], [], [[0.9681266863353347, 168.93810676551425], [92.03187331366463, 328.0618932344855]]]"
5,6,2,3,"[[-497.0, 93.0], [-148.0, 91.0], [-32.0, 54.0], [0.0, 0.0], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [355.0, 351.0], [300.0, 452.0], [210.0, 489.0], [26.0, 480.0], [-52.0, 470.0], [-184.0, 467.0], [-242.0, 454.0], [-313.0, 485.0], [-381.0, 505.0], [-429.0, 502.0], [-494.0, 311.0], [-497.0, 93.0]]","[[507.0, 822.0], [275.0, -5.0], [295.0, -72.0], [533.0, -153.0], [535.0, -275.0], [775.0, -181.0], [738.0, -62.0], [728.0, -23.0], [765.0, 61.0], [822.0, 90.0], [819.0, 128.0], [752.0, 206.0], [689.0, 283.0], [701.0, 822.0], [507.0, 822.0]]","[[0.0, 5.684341886080802e-14], [55.0, 54.0], [310.0, 180.0], [355.0, 284.0], [587.0, 1111.0], [587.0, 1178.0], [567.0, 1245.0], [512.0, 1346.0], [422.0, 1383.0], [327.5385467894992, 1415.1486458405486], [327.0, 1448.0], [272.0, 1549.0], [182.0, 1586.0], [-2.0, 1577.0], [-80.0, 1567.0], [-212.0, 1564.0], [-270.0, 1551.0], [-341.0, 1582.0], [-409.0, 1602.0], [-457.0, 1599.0], [-697.0, 1505.0], [-762.0, 1314.0], [-763.9058615871148, 1175.5073913363242], [-809.0, 1043.0], [-812.0, 825.0], [-809.0, 787.0], [-742.0, 709.0], [-680.8043347381096, 634.205298013245], [-688.0, 311.00000000000006], [-691.0, 93.00000000000006], [-342.0, 91.00000000000006], [-226.0, 54.00000000000006], [-194.0, 5.684341886080802e-14]]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[[], [[-53.99999999999994, 55.0], [-125.99999999999999, 255.0]], [], [], [], [], [], [], [], [[-32.14864584054863, -94.46145321050079], [-32.851354159451375, -0.5385467894992055]], [], [], [], [], [[9.999999999999995, -78.0], [2.999999999999992, -132.0]], [], [[12.999999999999996, -58.0], [-31.000000000000004, -71.0]], [], [], [], [], [], [[138.4926086636758, -1.905861587114836], [132.5073913363242, -45.09413841288518]], [], [], [], [[78.0, 67.0], [74.79470198675494, 61.19566526189043]], [[74.79470198675494, 61.19566526189043], [323.205298013245, -7.1956652618904595]], [], [], [[2.0000000000000213, 349.0], [37.00000000000001, 116.0]], [[37.00000000000001, 116.0], [54.0, 31.999999999999996]], []]"
5,6,3,0,"[[0.0, 0.0], [2.0, 349.0], [39.0, 465.0], [93.0, 497.0], [39.0, 552.0], [-87.0, 807.0], [-191.0, 852.0], [-258.0, 852.0], [-359.0, 797.0], [-396.0, 707.0], [-387.0, 523.0], [-377.0, 445.0], [-374.0, 313.0], [-361.0, 255.0], [-392.0, 184.0], [-412.0, 116.0], [-409.0, 68.0], [-218.0, 3.0], [0.0, 0.0]]","[[0.0, 232.0], [827.0, 0.0], [894.0, 20.0], [975.0, 258.0], [1097.0, 260.0], [1003.0, 500.0], [884.0, 463.0], [845.0, 453.0], [761.0, 490.0], [732.0, 547.0], [694.0, 544.0], [616.0, 477.0], [539.0, 414.0], [0.0, 426.0], [0.0, 232.0]]","[[0.0, 1.4210854715202004e-14], [38.0, 3.0], [116.0, 70.0], [190.79470198675494, 131.19566526189044], [514.0, 124.00000000000001], [732.0, 121.00000000000001], [734.0, 470.0], [771.0, 586.0], [825.0, 618.0], [825.0, 812.0], [771.0, 867.0], [645.0, 1122.0], [541.0, 1167.0], [-286.0, 1399.0], [-353.0, 1399.0], [-420.0, 1379.0], [-521.0, 1324.0], [-558.0, 1234.0], [-590.1486458405486, 1139.5385467894992], [-622.9999999999968, 1139.0], [-723.9999999999968, 1084.0], [-760.9999999999968, 994.0], [-751.9999999999968, 810.0], [-741.9999999999968, 732.0], [-738.9999999999968, 600.0], [-725.9999999999968, 542.0], [-756.9999999999968, 471.0], [-776.9999999999968, 403.0], [-773.9999999999968, 355.0], [-679.9999999999968, 115.0], [-488.9999999999968, 50.0], [-350.5073913363243, 48.09413841288524], [-218.0, 3.000000000000014]]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[[], [], [[-67.0, 78.0], [-61.19566526189043, 74.79470198675494]], [[-61.19566526189043, 74.79470198675494], [7.195665261890445, 323.20529801324506]], [], [], [[-349.0, 2.0000000000000213], [-116.0, 37.00000000000001]], [[-116.0, 37.00000000000001], [-31.999999999999996, 54.0]], [], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [], [], [], [], [], [[94.46145321050085, -32.14864584054863], [0.5385467894991487, -32.85135415944819]], [], [], [], [], [[78.0, 9.999999999999995], [132.0, 2.999999999999992]], [], [[58.0, 12.999999999999996], [71.0, -31.000000000000004]], [], [], [], [], [], [[1.905861587114765, 138.4926086636725], [45.094138412885236, 132.5073913363243]], []]"
5,6,3,1,"[[0.0, 0.0], [2.0, 349.0], [39.0, 465.0], [93.0, 497.0], [39.0, 552.0], [-87.0, 807.0], [-191.0, 852.0], [-258.0, 852.0], [-359.0, 797.0], [-396.0, 707.0], [-387.0, 523.0], [-377.0, 445.0], [-374.0, 313.0], [-361.0, 255.0], [-392.0, 184.0], [-412.0, 116.0], [-409.0, 68.0], [-218.0, 3.0], [0.0, 0.0]]","[[590.0, -275.0], [822.0, 552.0], [802.0, 619.0], [564.0, 700.0], [562.0, 822.0], [322.0, 728.0], [359.0, 609.0], [369.0, 570.0], [332.0, 486.0], [275.0, 457.0], [278.0, 419.0], [345.0, 341.0], [408.0, 264.0], [396.0, -275.0], [590.0, -275.0]]","[[5.684341886080802e-14, 1.4210854715202004e-13], [240.0, 94.0], [241.4201159566423, 341.81023443408117], [287.0, 365.0], [288.14279629432434, 564.4179533595996], [333.0, 591.0], [296.0, 710.0], [292.31194775259314, 724.3834037648867], [326.0, 830.0], [380.0, 862.0], [377.0, 900.0], [313.84993799090535, 973.5179826374535], [248.14633527770732, 1106.489559557021], [259.0, 1594.0000000000002], [205.0, 1649.0000000000002], [79.0, 1904.0000000000002], [-25.0, 1949.0000000000002], [-286.0, 1949.0000000000002], [-387.0, 1894.0000000000002], [-424.0, 1804.0000000000002], [-656.0, 977.0000000000002], [-647.0, 793.0000000000002], [-637.0, 715.0000000000002], [-634.0, 583.0000000000002], [-626.3322179534846, 548.7898954847774], [-672.0, 386.0000000000002], [-669.0, 338.0000000000002], [-649.0, 271.0000000000002], [-413.22553162014265, 190.75742882870426], [-411.99999999999994, 116.00000000000014], [-408.99999999999994, 68.00000000000014], [-217.99999999999994, 3.000000000000142]]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[[], [], [[-247.81023443408117, 1.4201159566423067], [-23.18976556591883, 45.57988404335771]], [], [[-199.41795335959955, 1.1427962943243537], [-26.582046640400446, 44.85720370567566]], [], [[-119.0, -36.99999999999999], [-14.38340376488668, -3.6880522474068576]], [[-14.38340376488668, -3.6880522474068576], [-105.61659623511332, 33.688052247406866]], [[-105.61659623511332, 33.688052247406866], [-31.999999999999996, 54.0]], [], [], [[-73.51798263745354, -63.15006200909465], [-132.9715769195675, -65.70360271319801]], [[-132.9715769195675, -65.70360271319801], [-487.5104404429792, 10.853664722292708]], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [], [], [], [], [], [[78.0, 9.999999999999995], [132.0, 2.999999999999992]], [], [[34.21010451522284, 7.667782046515411], [162.78989548477716, -45.66778204651542]], [], [], [], [[80.24257117129598, 235.77446837985735], [74.75742882870412, 1.225531620142699]], [], [], []]"
5,6,3,2,"[[0.0, 0.0], [2.0, 349.0], [39.0, 465.0], [93.0, 497.0], [39.0, 552.0], [-87.0, 807.0], [-191.0, 852.0], [-258.0, 852.0], [-359.0, 797.0], [-396.0, 707.0], [-387.0, 523.0], [-377.0, 445.0], [-374.0, 313.0], [-361.0, 255.0], [-392.0, 184.0], [-412.0, 116.0], [-409.0, 68.0], [-218.0, 3.0], [0.0, 0.0]]","[[1097.0, 315.0], [270.0, 547.0], [203.0, 527.0], [122.0, 289.0], [0.0, 287.0], [94.0, 47.0], [213.0, 84.0], [252.0, 94.0], [336.0, 57.0], [365.0, 0.0], [403.0, 3.0], [481.0, 70.0], [558.0, 133.0], [1097.0, 121.0], [1097.0, 315.0]]","[[0.0, 0.0], [67.0, 20.0], [148.0, 258.0], [270.0, 260.0], [272.0, 609.0], [309.0, 725.0], [363.0, 757.0], [269.0, 997.0], [215.0, 1052.0], [89.0, 1307.0], [-15.0, 1352.0], [-82.0, 1352.0], [-167.46308553971488, 1325.4274439918534], [-181.9999999999998, 1353.9999999999995], [-285.9999999999998, 1398.9999999999995], [-352.9999999999998, 1398.9999999999995], [-390.9999999999998, 1395.9999999999995], [-491.9999999999998, 1340.9999999999995], [-569.9999999999998, 1273.9999999999995], [-577.1081677704187, 1268.1842263696567], [-1018.0, 1278.0], [-1085.0, 1278.0], [-1186.0, 1223.0], [-1223.0, 1133.0], [-1223.0, 939.0], [-1214.0, 755.0], [-1204.0, 677.0], [-1203.2947735191638, 645.9700348432056], [-1219.0, 610.0], [-1239.0, 542.0], [-1239.0, 348.0], [-1236.0, 300.0], [-1045.0, 235.0], [-218.0, 3.0]]","[1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[[], [], [[-238.0, 81.00000000000001], [-1.9999999999999925, 122.0]], [], [[-349.0, 2.0000000000000213], [-116.0, 37.00000000000001]], [[-116.0, 37.00000000000001], [-31.999999999999996, 54.0]], [], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [], [[26.572556008146645, -85.46308553971488], [-28.572556008146194, -14.536914460284917]], [], [], [], [], [], [[67.0, -78.0], [5.8157736303428464, -7.108167770418959]], [[5.8157736303428464, -7.108167770418959], [-9.815773630343328, -440.89183222958127]], [], [], [], [], [], [], [[78.0, 9.999999999999995], [31.029965156794447, 0.7052264808362433]], [[31.029965156794447, 0.7052264808362433], [35.97003484320555, -15.705226480836247]], [], [], [], [], [], []]"
5,6,3,3,"[[0.0, 0.0], [2.0, 349.0], [39.0, 465.0], [93.0, 497.0], [39.0, 552.0], [-87.0, 807.0], [-191.0, 852.0], [-258.0, 852.0], [-359.0, 797.0], [-396.0, 707.0], [-387.0, 523.0], [-377.0, 445.0], [-374.0, 313.0], [-361.0, 255.0], [-392.0, 184.0], [-412.0, 116.0], [-409.0, 68.0], [-218.0, 3.0], [0.0, 0.0]]","[[507.0, 822.0], [275.0, -5.0], [295.0, -72.0], [533.0, -153.0], [535.0, -275.0], [775.0, -181.0], [738.0, -62.0], [728.0, -23.0], [765.0, 61.0], [822.0, 90.0], [819.0, 128.0], [752.0, 206.0], [689.0, 283.0], [701.0, 822.0], [507.0, 822.0]]","[[0.0, 0.0], [232.0, 827.0], [232.96812668633532, 995.9381067655142], [325.0, 1324.0], [305.0, 1391.0], [251.0, 1446.0], [125.0, 1701.0], [21.0, 1746.0], [-48.6405990016639, 1769.7012122652723], [-115.0, 1904.0], [-219.0, 1949.0], [-286.0, 1949.0], [-526.0, 1855.0], [-627.0, 1800.0], [-664.0, 1710.0], [-655.6358823837727, 1539.0002620682426], [-674.0, 1529.0], [-711.0, 1439.0], [-702.0, 1255.0], [-699.0, 1217.0], [-691.5966850828729, 1159.254143646409], [-689.0, 1045.0], [-686.0, 1007.0], [-679.6457184858508, 978.6501286291805], [-707.0, 916.0], [-727.0, 848.0], [-724.0, 800.0], [-721.0, 762.0], [-654.0, 684.0], [-594.960866947622, 611.841059602649], [-606.0, 116.0], [-603.0, 68.0], [-412.0, 3.0], [-194.0, 0.0]]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[[], [], [[-168.93810676551425, 0.9681266863353347], [-328.06189323448575, 92.03187331366469]], [], [], [[-55.0, -54.0], [-255.0, -125.99999999999999]], [], [], [[-23.701212265272265, -69.6405990016639], [-134.29878773472774, -66.35940099833608]], [], [], [], [], [], [], [[170.9997379317574, 8.364117616227293], [10.00026206824259, -18.364117616227304]], [], [], [], [], [[57.74585635359108, 7.403314917127087], [114.25414364640892, 2.5966850828729022]], [], [], [[28.34987137081953, 6.354281514149191], [62.65012862918047, -27.354281514149196]], [], [], [], [], [[78.0, 67.0], [72.15894039735099, 59.03913305237801]], [[72.15894039735099, 59.03913305237801], [495.841059602649, -11.03913305237805]], [], [], [], []]"
